"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262070887/0/120/90/fd5a4fea56fd8a8794a834fd28cee87c/16/129cfe8db979706643839b1768966b9c/262070887.JPG","R2049260","S","5374 SINKU DRIVE","VSCSD","$19,500","3/22/2016","7","3","1","1,180","9999","999","59.49","201.39","1","HOUSE","1ST","7","Sunshine Coast","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262069913/0/120/90/30836c71922bf877faede94467993c24/16/c649a51e376656b42bf2bc35184b96bd/262069913.JPG","R2048286","S","62 21163 LOUGHEED HIGHWAY","VMRSW","$25,000","3/20/2016","9","2","1","588","1973","43",,,"1","MANUF","MANUF","4","Maple Ridge","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262045139/0/120/90/627c07b2f9c14406aebdc9e068e34f19/16/b94253fd57efd10b6e4e4358b1f52367/262045139.JPG","R2023512","S","10 12868 229 STREET","VMREC","$28,000","1/6/2016","78","1","1","419","1964","52",,,"1","MANUF","1ST","5","Maple Ridge","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262046192/0/120/90/ae21e196a6188455290c4f35a2d38234/16/32037b9118d901cee0d0e98afd64616a/262046192.JPG","R2024565","S","5428 MONKEY TREE LANE","VSCSD","$45,900","1/10/2016","64","3","2","988","9999","999","100.00","120","1","MANUF","MANUF","7","Sunshine Coast","2","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262046833/0/120/90/9450e8b50eb6fa19c14ac4577459b569/16/552720919cc1d16104752fe77452e845/262046833.JPG","R2025206","S","32 12868 229 STREET","VMREC","$60,000","1/12/2016","63","2","1","820","1970","46",,,"1","MANUF","MANUF, RANBG","4","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262074854/0/120/90/bce564bd3cdee7d07470402226dd49c2/16/adccab85931dbd980069ccac3b1088a1/262074854.JPG","R2053227","S","21095 LOUGHEED HIGHWAY","VMRSW","$67,000","3/30/2016","1","2","1","896","1979","37",,,"1","MANUF","MANUF","5","Maple Ridge","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262056866/0/120/90/7ee3f846472e0d7f199cf3b82978d272/16/8fd07614d1628fb3fa4c11c5668a0791/262056866.JPG","R2035239","S","40 201 CAYER STREET","VCQML","$71,000","2/15/2016","21","3","1","1,052","1973","43",,,"1","MANUF","MANUF","8","Coquitlam","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262055663/0/120/90/82a46dae88a4bb60e99a4f82f0ef4a82/16/beba196fdf3ff4be55be70bdd77760fd/262055663.JPG","R2034036","S","301 201 CAYER STREET","VCQML","$80,500","2/10/2016","24","2","2","876","1974","42","0.00","0","1","MANUF","MANUF","4","Coquitlam","1","1"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262056716/0/120/90/f636833d9a805ffb445f7b2466af4bce/16/eb229e6df981078a463e0fb4fd4ade1c/262056716.JPG","R2035089","S","86 3295 SUNNYSIDE ROAD","VPMAN","$82,500","2/15/2016","22","2","1","741","1991","25",,,"1","MANUF","MANUF","5","Port Moody","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262063495/0/120/90/85a00f1ec7340e58d88501c07c7a2254/16/61020c9ee6e8883dfd11c5013024300f/262063495.JPG","R2041868","S","1501 4308 MAIN STREET","VWHVI","$95,000","3/4/2016","1","1","1","226","1997","19",,,"0","RECRE","UUNIT","2","Whistler","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262064153/0/120/90/7c52b43ada544acc25a62a7ccb8ddd13/16/75fa28abeaa58fc4de4bef395031cd79/262064153.JPG","R2042526","S","35 201 CAYER STREET","VCQML","$102,000","3/7/2016","14","2","1","915","1974","42","0.00","0","1","MANUF","MANUF","9","Coquitlam","1","0"
