"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262097866/0/120/90/4ec62ebc7e6fd879a3622f17da7ae022/16/87534dec4d663e7669441bbe07d77d31/262097866.JPG","R2076239","S","18 4200 DEWDNEY TRUNK ROAD","VCQRP","$48,000","5/31/2016","61","2","1","688","1965","51",,,"1","MANUF","1ST","6","Coquitlam","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262113669/0/120/90/0ac1abf2d54be83f0f6d66630b079579/16/50338277f9ccff36f08268082b267a5c/262113669.JPG","R2092042","S","278 201 CAYER STREET","VCQML","$79,800","7/18/2016","0","2","1","843","1973","43",,,"1","MANUF","MANUF","6","Coquitlam","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262108833/0/120/90/97fba9dd372df4401b37d8c9ce055fb6/16/354f6e6b454676bbd4654020607e644b/262108833.JPG","R2087206","S","311 201 CAYER STREET","VCQML","$84,000","7/4/2016","3","3","2","1,152","1974","42","0.00","0","1","MANUF","MANUF","7","Coquitlam","2","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262102683/0/120/90/1649a0225847192f4d9ebf5d83871b3a/16/533ca411c09245293a2b335fc00d20b7/262102683.JPG","R2081056","S","251 TOMAHAWK AVENUE","VWVPR","$84,500","6/15/2016","29","2","1","884","1969","47",,,"1","MANUF","MANUF","6","West Vancouver","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262108432/0/120/90/67ec3ccf7cfcbb224784b7ba9d556099/15/87c5b0ab206a2355aaec9835a410d501/262108432.JPG","R2086805","S","4672 COCHRANE ROAD","VSCPE","$94,900","6/29/2016","8","2","1","1,000","1985","31","98.00",,"1","MNFLD","MANUF, RANBG","5","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262040951/0/120/90/99fdaa31783264fd2026d6781874e419/16/eed05c0003937f853a7f87e12d01d952/262040951.JPG","R2019324","S","12 12793 MADEIRA PARK ROAD","VSCPE","$100,000","12/4/2015","235","2","1","832","1972","44","0.00","0","1","MNFLD","MANUF, RANBG","5","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262113322/0/120/90/afe92f46769cf9d536fead986eb3e409/16/d3e3d88b809a5f786c852078104e4ed6/262113322.JPG","R2091695","S","259 201 CAYER STREET","VCQML","$100,500","7/15/2016","1","3","1","1,040","9999","999",,,"1","MANUF","MANUF","6","Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262089455/0/120/90/f7213db870b142f3f5d621f3f643de24/16/3fa0ef427742e611afb12778dc5d6fa5/262089455.JPG","R2067828","S","44 4116 BROWNING ROAD","VSCSD","$105,000","5/7/2016","67","2","2","1,484","1977","39",,,"1","MANUF","1ST, RANBG","7","Sunshine Coast","1","1"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261704840/0/120/90/02f914e49bcd5a2ba156bc6dcb254d31/16/55cc348716954e3b47c1603380f272c3/261704840.JPG","V1120364","S","7 4514 SUNSHINE COAST HIGHWAY","VSCSD","$114,000","5/1/2015","437","2","1","840","2011","5","0.00",,"1","MANUF","MANUF","4","Sunshine Coast","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262100763/0/120/90/22ca2a2f3f5921e7db81a0908e0ff557/16/531ea80078a3490a193661a205c67c69/262100763.JPG","R2079136","S","3 5575 MASON ROAD","VSCSD","$119,000","6/9/2016","44","2","2","920","2004","12",,,"1","MANUF","MANUF","5","Sunshine Coast","2","0"
