"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262078981/0/120/90/1bc8e2832cb778b6885661b0d007fe82/16/6ef348c64f95d496df2d87b8a46cc9ea/262078981.JPG","R2057354","S","53 21163 LOUGHEED HIGHWAY","VMRSW","$40,000","4/9/2016","1","2","1","764","1975","41","0.01",,"1","MANUF","1ST","6","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262080408/0/120/90/e367b2987848713b3b3f5e7ed6a0e323/16/9619ef248001a1c098641dec79c57533/262080408.JPG","R2058781","S","93 201 CAYER STREET","VCQML","$58,500","4/18/2016","5","2","1","1,199","1972","44",,,"1","MANUF","RANBG","9","Coquitlam","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262074918/0/120/90/e9ead386b1c3e43c15bbb6e8cdee79a2/16/b1113a4948f552eb5b8dce3a11b01423/262074918.JPG","R2053291","S","1 5575 MASON ROAD","VSCSD","$59,000","4/4/2016","12","2","1","980","1988","28",,,"1","MANUF","MANUF","5","Sunshine Coast","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262045405/0/120/90/04cd51631872cc767cd6e5fbaf647292/16/b5d86ce8ecaa85d90ace1a07efbaa95f/262045405.JPG","R2023778","S","274 201 CAYER STREET","VCQML","$80,000","1/11/2016","89","2","1","1,108","1971","45",,,"1","MANUF","RANBG","8","Coquitlam","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262042434/0/120/90/2b7e4d6bb1d9b866f4db541004055f0b/16/54278c7ef265e52ca0524ed0aaccf8a8/262042434.JPG","R2020807","S","128 1413 SUNSHINE COAST HIGHWAY","VSCGB","$85,000","12/14/2015","115","2","1","750","2014","2",,,"1","MANUF","MANUF","4","Sunshine Coast","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262075011/0/120/90/f745db3e6d3561f47c855c12bf17294f/16/a245fa066b884ecc27a9aad0c87d5fe6/262075011.JPG","R2053384","S","12 39768 GOVERNMENT ROAD","VSQNY","$90,000","4/4/2016","26","2","1","816","1973","43",,,"1","MANUF","MANUF","5","Squamish","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262038078/0/120/90/b083b75b9ac6a8d0905390d44346a89d/16/e268dc62f3383a8e3b871b423d04d614/262038078.JPG","R2016451","S","9 5575 MASON ROAD","VSCSD","$110,000","11/19/2015","149","2","2","924","1990","26",,,"1","MANUF","1ST, MANUF","4","Sunshine Coast","2","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262040117/0/120/90/fab404f1ac2ae650042bed38abd406e7/16/ff4a7f3f48da3a4c9348aceb40181138/262040117.JPG","R2018490","S","1 5954 LEANING TREE ROAD","VSCHB","$123,000","12/1/2015","122","2","2","938","2013","3",,,"1","MANUF","1ST, MANUF","5","Sunshine Coast","2","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262084374/0/120/90/58714a77399b387b7066c4989a30c8c9/16/2a697e744fcf8b9ef8a3c4739b653697/262084374.JPG","R2062747","S","40 1413 SUNSHINE COAST HIGHWAY","VSCGB","$125,000","4/27/2016","0","2","2","944","2011","5",,,"1","MANUF","1ST","5","Sunshine Coast","2","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262045255/0/120/90/bc2d13c91afe3264534c575f764ad2a6/16/042bd5a00cbd8e29f15cb4880b1b7590/262045255.JPG","R2023628","S","199 1830 MAMQUAM ROAD","VSQGE","$150,000","1/5/2016","102","3","1","1,052","1985","31",,,"1","MANUF","1ST","6","Squamish","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262041808/0/120/90/67472387889640935e28c571052193aa/16/e4afbc2c58f958ee8699dc8d117b8c24/262041808.JPG","R2020181","S","211 1830 MAMQUAM ROAD","VSQGE","$172,500","12/7/2015","124","4","2","1,448","1976","40",,,"1","MANUF","MANUF","11","Squamish","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262084381/0/120/90/7a232a1e76d0479b5813b92dcbfbb921/16/c2b27d6d49ffb1f8186c2d64440a7e03/262084381.JPG","R2062754","S","747 SEAVIEW DRIVE","VISMA","$255,000","4/26/2016","0","2","1","1,250","1975","41","105.00","430","1","HOUSE","1ST","8","Islands-Van. & Gulf","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262031282/0/120/90/9705334e69e57548c6d5967250f0b35c/16/0b4ed814aceb005ff4eee729dbd0df00/262031282.JPG","R2009655","S","60 SATER WAY","VISGL","$270,000","10/14/2015","195","2","2","1,200","1975","41","0.00",,"1","HOUSE","RBLFT","11","Islands-Van. & Gulf","1","1"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262056995/0/120/90/b899a010f6f37b5f378a56fecf8bc8bb/16/85a0275d3b04480e262772fcb2a4194d/262056995.JPG","R2035368","S","9029 REDROOFFS ROAD","VSCHB","$270,000","2/16/2016","53","3","2","1,370","1987","29","80.00","IRR","1","HOUSE","1ST+","7","Sunshine Coast","2","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261589203/0/120/90/69198abd147c8536d98b3f2cc01e80e6/16/17cf45a88dffc703281d0b5644752707/261589203.JPG","V1111533","S","987 WEST BAY ROAD","VSCGM","$275,000","3/16/2015","400","3","1","1,900","1985","31","132.00","400","1","HOUSE","1ST","11","Sunshine Coast","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261295565/0/120/90/b124f42fba242181944058285445415f/16/c96cdb61d1dac06483b3942d343ebca2/261295565.JPG","V1088500","S","5899 DEERHORN DRIVE","VSCSD","$280,000","10/2/2014","568","1","1","836","1989","27","75.00","112IRR","1","HOUSE","1ST","6","Sunshine Coast","1","0"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262075608/0/120/90/47b43f7dcd9bf34417caf43a6fe6754f/16/d812edb57ff51d4854ec679c62ae58dc/262075608.JPG","R2053981","S","752 GIBSONS WAY","VSCGB","$290,000","4/4/2016","8","2","1","1,000","9999","999","50.00",,"1","HOUSE","RANBG","5","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261908069/0/120/90/2dee9adcc54c35d70713bfbc15653949/16/f2bb2e1e8782ee2a9148a564486c66c2/261908069.JPG","V1135514","S","539 ARBUTUS DRIVE","VISMA","$295,000","7/20/2015","273","2","1","850","9999","999","105.00","154","1","HOUSE","RANBG","5","Islands-Van. & Gulf","1","0"
