"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262098859/0/120/90/1d53f691de3863579243f152c7a127ec/16/13d4a1dc8ed88db2b7ea2dbeb276b83c/262098859.JPG","R2077232","S","66 201 CAYER STREET","VCQML","$51,900","6/2/2016","134","2","1","624","1973","43",,,"1","MANUF","MANUF","4","Coquitlam","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262135148/0/120/90/10b4acc55c8f30acfbf5a2fefd8dae01/16/cc895b53f3f7b8ae1505a2f17006a28b/262135148.JPG","R2113521","S","4-7617 PEMBERTON MEADOWS ROAD","VPEPM","$72,000","9/27/2016","34","2","1","1,300","1973","43",,,"1","MANUF","MANUF","9","Pemberton","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262126700/0/120/90/3f1da5f283c3fb2dc0973b6e0edf6912/16/62928ee2e3495a2f7e8f044ec634aad9/262126700.JPG","R2105073","S","5 201 CAYER STREET","VCQML","$89,900","9/1/2016","41","3","1","1,030","1967","49",,,"1","MANUF","RANBG","6","Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262130375/0/120/90/051f6d73e8c3a38b05841b33dcdbb842/16/7ffcb822cda0d3992027d54143fd4656/262130375.JPG","R2108748","S","283 201 CAYER STREET","VCQML","$93,000","9/13/2016","24","3","1","1,120","1972","44",,,"1","MANUF","MANUF","6","Coquitlam","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262066274/0/120/90/3cf93790794523f633d36627c1cb0b86/16/f340cd4e345bfa8d0bb242760cb877a8/262066274.JPG","R2044647","S","A 7409-7409 TAPP ROAD","VSCHB","$100,000","3/8/2016","211","2","1","924","2007","9",,,"1","MANUF","MANUF, RANBG","5","Sunshine Coast","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262135575/0/120/90/712a4d9cc1380622213de7a3d702af3e/16/75d3345fe9370c6dfd56c85be30b0645/262135575.JPG","R2113948","S","104 145 KING EDWARD STREET","VCQML","$180,000","10/3/2016","8","3","2","1,440","1987","29",,,"1","MANUF","MANUF","8","Coquitlam","2","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262139033/0/120/90/272d812866658213954c32217256aeb5/16/4af2abb27a526523f82e88c163d92f5d/262139033.JPG","R2117406","S","5815 FOREST ROAD","VSCSD","$285,000","10/16/2016","15","4","2","2,530","1983","33","64.00","207","0","HOUSE","2BSMT","5","Sunshine Coast","1","1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262113479/0/120/90/6ee78bb2043a515eb82cb8e97d56c054/16/1700ec86425d44979b7f38dbb8240630/262113479.JPG","R2091852","S","752 CASCADE CRESCENT","VSCGB","$322,500","7/15/2016","93","2","1","924","1980","36","50.00","120","1","MNFLD","MANUF, RANBG","5","Sunshine Coast","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262140216/0/120/90/94a3a75e9f6904456bd3a7fc7cd7957c/16/722f54ff99a44dc4832ad0f80914d9ba/262140216.JPG","R2118589","S","892 TROWER LANE","VSCGB","$333,550","10/18/2016","1","2","1","783","2016","0","57.00","70","1","MNFLD","RANBG","4","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262130691/0/120/90/40d0c1bb469d5d8fc2d9a56acbbf8eb2/16/8c2b5a3b8c50f41b8d3b383b69f743e3/262130691.JPG","R2109064","S","6275 NORWEST BAY ROAD","VSCSD","$335,000","9/14/2016","36","2","1","1,000","1976","40","65.00","200","1","HOUSE","1ST, RANBG","7","Sunshine Coast","1","0"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262043778/0/120/90/f641047ad37bec42f88584df8cc617b5/16/4dc113f8b02a2078c85428a09f9fdaa9/262043778.JPG","R2022151","S","LOT 6 GROVE ROAD","VSCGM","$340,000","12/21/2015","295","3","1","1,000","9999","999","207.00","733/1227/IRR","1","HOUSE","2ST","10","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262128488/0/120/90/eb11c4dfc9ed2bd612a361ceae4e6e37/16/0c5a635779138b5073877f5455c1aadc/262128488.JPG","R2106861","S","6555 ANCHOR PLACE","VSCSD","$388,000","9/7/2016","27","4","2","2,064","1975","41","87.00","121","1","HOUSE","2ST","11","Sunshine Coast","1","1"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262032342/0/120/90/f34f8e64027bb7cce33284613e39a906/16/6b3162ab591993455c9b0356dc42065b/262032342.JPG","R2010715","S","165 PERSEPHONE PLACE","VSCKE","$390,000","10/21/2015","355","1","1","932","1960","56","858.00",,"1","HACR","1ST+","5","Sunshine Coast","1","0"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262136167/0/120/90/a5778f49a4a043591433037f6d797ba3/16/12323b2bca69a289a8f2bf1f0328958e/262136167.JPG","R2114540","S","5718 EMILY WAY","VSCSD","$400,000","10/4/2016","0","3","2","1,282","2006","10","59.00","92","1","HOUSE","RANBG","6","Sunshine Coast","2","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262106219/0/120/90/30434594c63b69f5e607383906a493f1/16/9609287bd9058e461948db366f42712e/262106219.JPG","R2084592","S","12861 SUNSHINE COAST HIGHWAY","VSCPE","$400,000","6/24/2016","103","0","1","980","1980","36","123.20",,"0","MNFLD","1ST","1","Sunshine Coast","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262133119/0/120/90/b7b358149308230644db100691809272/16/69bd26954f750699a3dbc7fa0e93668b/262133119.JPG","R2111492","S","1262 MARION PLACE","VSCGB","$406,700","9/23/2016","24","3","2","1,191","1981","35","94.00","134IRR","1","HOUSE","1ST, RANBG","7","Sunshine Coast","1","1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262113422/0/120/90/ad9c75eaea065014001e1e3f2ab22315/16/bcae2dcb2e434ca03e5d22f88154349f/262113422.JPG","R2091795","S","5207 WESJAC ROAD","VSCPE","$409,000","7/15/2016","102","4","3","2,202","1992","24","65.00","134/127","2","HOUSE","2ST","11","Sunshine Coast","3","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262117227/0/120/90/3b9088b51eb786db5261e8f6dc2cfb2d/16/c56382c331b87bd606219095ef9c535a/262117227.JPG","R2095600","S","5549 RILEY ROAD","VSCHB","$415,000","7/28/2016","89","4","3","2,370","2005","11","53.00","372/313","1","HOUSE","3ST","10","Sunshine Coast","2","1"
