"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262146585/0/120/90/50fcdd718eeb544cc0627b5ac02790d9/16/4ee4e8ea8533601074ce91f160ca9ae1/262146585.JPG","R2124958","S","12 SHARK LANE","VSCPE","$17,900","11/23/2016","15","0","1","200","1988","28",,,"0","RECRE","MANUF","1","Sunshine Coast","1","0"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149379/0/120/90/c316053ea45acc505acde0d877611a5b/16/399feaf1e6bf9570b5038a8b240a19f2/262149379.JPG","R2127752","S","3 21091 LOUGHEED HIGHWAY","VMRSW","$35,000","12/15/2016","6","2","0","896","1979","38",,,"1","MANUF","MANUF","4","Maple Ridge","0","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147216/0/120/90/85881149b9f19130200f7ac9479a9ee7/16/1b368848c8b35bb6bcf946eb146b58a1/262147216.JPG","R2125589","S","4 21093 LOUGHEED HIGHWAY","VMRSW","$75,000","11/28/2016","13","2","1","928","1981","35",,,"1","MANUF","MANUF","4","Maple Ridge","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262117764/0/120/90/e1581241033f5cd8828d1ebf7ba012eb/16/12aadc61a93c2d219d8b58a42b79f54b/262117764.JPG","R2096137","S","21 5288 SELMA PARK ROAD","VSCSD","$76,500","7/29/2016","134","2","1","929","1975","41",,,"1","MANUF","1ST, MANUF","6","Sunshine Coast","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262131540/0/120/90/1ef208124f8029a603c62c0be138ae9d/16/cb725cc3e4ce5804b1eb120b194ef5ff/262131540.JPG","R2109913","S","14 4116 BROWNING ROAD","VSCSD","$100,000","9/14/2016","83","3","1","967","1983","33",,,"1","MANUF","MANUF","7","Sunshine Coast","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262108174/0/120/90/13eed78cd2211ede827b20c6be0b621f/16/c3b389f218827f3e56486061fa3f5f8d/262108174.JPG","R2086547","S","4 40022 GOVERNMENT ROAD","VSQGE","$125,000","6/30/2016","170","3","1","816","1971","46",,,"1","MANUF","MANUF","5","Squamish","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262138987/0/120/90/8b8f49faede8f061e7ca3fb116602246/16/2dd787bdbe5bd94d6f7085f234978a3c/262138987.JPG","R2117360","S","288 201 CAYER STREET","VCQML","$145,000","10/17/2016","72","2","1","1,302","1973","44",,,"1","MANUF","MANUF","7","Coquitlam","1","0"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262119075/0/120/90/c732e91b912f0654232742a390dac9b8/16/5b8d870cc2946049be8b6c00882ded1a/262119075.JPG","R2097448","S","2080 135 BRINKWORTHY ROAD","VISSS","$165,000","8/2/2016","135","2","1","1,040","1988","29",,,"1","MANUF","MANUF","8","Islands-Van. & Gulf","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148156/0/120/90/c05feb91906a17d3754cd1d98b972fec/16/6b92c95b91f73e7d6cf7385b3c149bc6/262148156.JPG","R2126529","S","86 19643 PINYON LANE","VPICM","$219,000","12/5/2016","7","2","1","720","1975","42",,,"1","MANUF","MANUF","5","Pitt Meadows","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262105206/0/120/90/7887fa47d224043cf8b1131b9f2650ed/16/521e120edda3b99b2dcb5bf4ca0f8ae8/262105206.JPG","R2083579","S","4525 RIVER ROAD","VLDPG","$225,000","6/20/2016","166","2","2","1,315","1984","32","0.00","0","2","OTHER","2ST, FLOAT","7","Ladner","2","0"
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/120/90/db59a22ee327cd824769da377e288747/NoPhotoAvailable.jpg","R2124222","S","840 WEST BAY ROAD","VSCGM","$335,000","11/17/2016","14","2","3","1,706","2010","7","685.00","614 X 623 X 382","1","HOUSE","RBBMT","8","Sunshine Coast","3","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262130868/0/120/90/ab7c9aab20b27ab4bc8aefac8b3a7b90/16/29c1f3817f98d972cdaa3a627c6d4d3b/262130868.JPG","R2109241","S","1058 ROBERTS CREEK ROAD","VSCRC","$350,000","9/14/2016","93","1","1","700","9999","999","63.33","IRREGULAR","1","HOUSE","1ST","3","Sunshine Coast","1","0"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149440/0/120/90/e56e80d7dbebe03c459fea1f99c3ae37/16/032c0f521afa802c562455124560a9c5/262149440.JPG","R2127813","S","5130 SUNSHINE COAST HIGHWAY","VSCSD","$365,000","12/15/2016","7","2","2","1,316","1993","24","111.00","200","1","HOUSE","1ST, RANBG","7","Sunshine Coast","2","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262116230/0/120/90/0c069f8f29814e8d9c864acb835e4ea3/16/184b2a2e5087955c2210b87eb2aee622/262116230.JPG","R2094603","S","28 12710 LAGOON ROAD","VSCPE","$365,000","7/25/2016","131","1","1","1,000","2006","10",,,"1","TWNHS","RANBG","5","Sunshine Coast","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262141607/0/120/90/243f9ea84d764496078f498e5f1911fd/16/80f50e39a6efe0c5b4f8bfa3f363b3da/262141607.JPG","R2119980","S","5673 EBBTIDE STREET","VSCSD","$367,000","10/28/2016","40","3","1","1,096","1977","39","123.00","62","1","HOUSE","RANBG","6","Sunshine Coast","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148961/0/120/90/b71cd39ac62a7b33a96ab1c6f3940f60/16/e57936792b775ce30bf29e0eb3d46985/262148961.JPG","R2127334","S","8119 ALDERWOOD ROAD","VSCHB","$379,000","12/8/2016","7","2","1","1,180","1977","39","92.00","165","1","HOUSE","1ST, RANBG","6","Sunshine Coast","1","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149189/0/120/90/5ad0c33937df825be72dcf616dda0933/16/8aadca93c83ae2df25a6df21b7570a26/262149189.JPG","R2127562","S","1079 LARGO ROAD","VSCRC","$380,000","12/13/2016","8","2","1","896","1940","77","60.00","198","1","HOUSE","RANBG","4","Sunshine Coast","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262118262/0/120/90/9c0982d43b53eb6caaf6b65982a02c89/16/80fe35c4435066a49536b75978815ed3/262118262.JPG","R2096635","S","7854 FAWN ROAD","VSCHB","$383,600","7/28/2016","130","4","2","2,186","1975","41","80.00","265","2","HOUSE","1ST","10","Sunshine Coast","2","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262145922/0/120/90/a30372fea7a422d228ecac792360bce8/16/289021edc0e0fb583f163fbdbd7a7382/262145922.JPG","R2124295","S","6333 TOWER ROAD","VSCSD","$400,000","11/18/2016","20","2","2","1,215","2008","8","65.00","92","1","HOUSE","RANBG","7","Sunshine Coast","1","1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149209/0/120/90/02ff9ef39992a534dbe6234b726b19bc/16/30e25ad74576eb82a2efcf4f4c6c689a/262149209.JPG","R2127582","S","5179 CHAPMAN ROAD","VSCSD","$411,000","12/13/2016","1","2","1","1,000","1975","41","0.00",,"1","HOUSE","1ST, RANBG","7","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148962/0/120/90/5d3c79803505361f45763830f2328afc/16/1f5eb36c792d9f3025a9d17eb117df08/262148962.JPG","R2127335","S","5456 KENSINGTON ROAD","VSCSD","$420,000","12/10/2016","7","2","2","1,253","1990","26","59.00","130","1","HOUSE","1ST","8","Sunshine Coast","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147842/0/120/90/c796ce804379fb4060ea759236a545f9/16/05d62d2750995f632cd97856b6a86524/262147842.JPG","R2126215","S","20343 116 AVENUE","VMRSW","$420,000","11/30/2016","7","2","1","834","9999","999","61.00","125.4","1","HOUSE","RANBG","6","Maple Ridge","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262134982/0/120/90/12709b35684201b5bb800560ff7a2c27/16/568bef1413d0aad9b825d8622f1f7c26/262134982.JPG","R2113355","S","6207 CORACLE DRIVE","VSCSD","$425,000","9/29/2016","68","2","1","980","1963","53","75.00","120","1","HOUSE","RANBG","6","Sunshine Coast","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147485/0/120/90/efdebb6b5a9b49c8587fc6ae95774791/16/87e19b071ac5cce1bf82c19eee763097/262147485.JPG","R2125858","S","822 O'SHEA ROAD","VSCGB","$425,100","11/29/2016","6","2","1","1,024","1990","26","60.00","140","1","HOUSE","RANBG","6","Sunshine Coast","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149578/0/120/90/5b1e5c19aedfa2a30c424c2769bd0407/16/b20ddc7ff3bf5e1cbcfae7014082c3d7/262149578.JPG","R2127951","S","5487 MILLS ROAD","VSCSD","$427,000","12/16/2016","5","4","3","2,014","1981","36","100.00","73 IRR","1","HOUSE","2ST","10","Sunshine Coast","1","2"
