"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261553783/0/120/90/c876b3c9693616062a644295436ea233/16/abd8c121572a876470e6c25522785a3e/261553783.JPG","V1108629","S","1403 1616 BAYSHORE DRIVE","VVWCB","$1,110,000","3/2/2015","20","2","2","1,180","2006","9","Y","1","$647.74","Apartment/Condo","PETR, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261600855/0/120/90/16155b8900b28222fc06048ef4908f78/16/d1edd087a02c681666c24304e634c52e/261600855.JPG","V1112434","S","4102 1189 MELVILLE STREET","VVWCB","$1,122,990","3/23/2015","10","2","2","882","2007","8",,"1","$439.31","Apartment/Condo","PETR, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261627647/0/120/90/aa917eee6f4324553d69b3ff47c6046b/16/1fb938f663753795753ed1e66475fc9f/261627647.JPG","V1114438","S","2706 1028 BARCLAY STREET","VVWWE","$1,123,000","4/2/2015","53","2","2","1,147","2011","4","N","1","$458.88","Apartment/Condo","PETY, RENY"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261573047/0/120/90/bb116fe920fe0777fe8cda9f5646d310/16/b88d99bb2be55776e86d16d3a3999c13/261573047.JPG","V1110275","S","PH8 1288 W GEORGIA STREET","VVWWE","$1,130,000","3/9/2015","33","2","2","1,131","1998","17","Y","1","$600.05","Apartment/Condo","PETR, RENY"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261506132/0/120/90/57d08d74d5fbd31bc2b60095af8ed8c8/16/29606702278da44cd4a193b544a36cb5/261506132.JPG","V1104391","S","3105 455 BEACH CRESCENT","VVWYA","$1,130,000","2/10/2015","0","2","2","1,038","2005","10","Y","1","$410.41","Apartment/Condo","PETR, RENY"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261453686/0/120/90/bb4e64fe4c4ae8708b185a867f29e025/16/69d2a721d5bd88a100fdcaa3b2d974ac/261453686.JPG","V1099716","S","3505 1111 ALBERNI STREET","VVWWE","$1,136,000","1/15/2015","21","2","2","1,043","2008","7","Y","1","$598.01","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261443159/0/120/90/7ef95d62dbc7dd6fce6ecb47d9dd1452/16/52937090eaf93b86127a5236fcfd571f/261443159.JPG","V1098897","S","801 1277 MELVILLE STREET","VVWCB","$1,145,000","1/12/2015","14","2","2","1,325","2008","7","Y","2","$736.71","Apartment/Condo","NO"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261282131/0/120/90/c50125a896d6d90f8b31de204dbca0ec/16/9007c3bb3229d1e29467fd47fb369a09/261282131.JPG","V1087373","S","PH7 1688 ROBSON STREET","VVWWE","$1,155,000","9/29/2014","108","3","3","1,770","1998","16","Y","2","$1,175.38","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261454936/0/120/90/c0e508783211ee57d656c158892520eb/16/76637e8e1577211cfb15ed41317a0217/261454936.JPG","V1099828","S","802 455 BEACH CRESCENT","VVWYA","$1,158,000","1/15/2015","41","2","2","1,143","2005","10",,"1","$452.72","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261175952/0/120/90/65b29de6e461e0240b08adcfb2bc0a30/16/d8a46763cda90f178370b71bd5c11965/261175952.JPG","V1079346","S","1806 638 BEACH CRESCENT","VVWYA","$1,160,000","8/6/2014","155","2","2","1,146","2006","8","Y","1","$540.54","Apartment/Condo","PETR, RENY"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261487759/0/120/90/ce46b17d112bae90efc2c73f067188f7/16/a34b31a6435ec1969ad6b4ca3bec47df/261487759.JPG","V1102768","S","1604 1020 HARWOOD STREET","VVWWE","$1,160,000","2/2/2015","55","3","3","1,646","1989","26","Y","3","$758.00","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261565782/0/120/90/9e1bae18ec44f0c09e348779360c7bc4/16/791e65633bc2d9955570e0e5701b2013/261565782.JPG","V1109615","S","4603 1372 SEYMOUR STREET","VVWDT","$1,170,000","3/9/2015","19","2","2","936","2013","2","Y","2","$346.00","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261675886/0/120/90/b31e8a66c64b60713938d81ab242fd64/16/73f81913d374d0087f2b9bf82e7f7008/261675886.JPG","V1118202","S","2101 193 AQUARIUS MEWS","VVWYA","$1,171,000","4/21/2015","6","2","2","1,026","2000","15","N","1","$452.15","Apartment/Condo","PETR, RENY"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261700294/0/120/90/263be400ddb136ed2fdb82d1beb40783/16/75de0e7b8ec3c60312b3aa093d4c9493/261700294.JPG","V1120023","S","4007 1408 STRATHMORE MEWS","VVWYA","$1,175,000","4/30/2015","3","2","2","1,122","2003","12","Y","2","$455.93","Apartment/Condo","PETR, RENY"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261511576/0/120/90/7039d2335809a91b81a5a815adc5d0ed/16/0672e6821a0a8a733b4276ce0f0b58f7/261511576.JPG","V1104913","S","1802 837 W HASTINGS STREET","VVWDT","$1,180,000","2/10/2015","92","2","3","1,519","1999","16","Y","1","$606.00","Apartment/Condo","PETR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261446262/0/120/90/de319f088b60ed42dcfb27d0deb6ec3d/16/8b893c3c6b04a961ae847fcd2611b308/261446262.JPG","V1098979","S","1704 1020 HARWOOD STREET","VVWWE","$1,183,000","1/12/2015","69","3","3","1,743","1988","27","Y","2","$758.09","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261712668/0/120/90/dc5b8cf6cf0bd2fe2b84d14f13f71b70/16/23b5175186e359436a6451c355a6190f/261712668.JPG","V1120857","S","1501 535 NICOLA STREET","VVWCB","$1,185,000","5/1/2015","24","3","2","1,388","1998","17","Y","1","$697.86","Apartment/Condo","PETY, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261734089/0/120/90/cb52eb770b4d6e968a558bb4c118e2a6/16/0978f3ef019b2d8dcc79c638cd9b67d7/261734089.JPG","V1122546","S","2802 455 BEACH AVENUE","VVWYA","$1,185,000","5/12/2015","5","2","2","1,143","2005","10",,"1","$452.72","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261756576/0/120/90/62fd0b2ead1819e44255c654e2236a96/16/bdf78f344c74b98174055bb39ba46e40/261756576.JPG","V1124243","S","3805 1033 MARINASIDE CRESCENT","VVWYA","$1,188,000","5/20/2015","7","2","2","1,069","2002","13",,"1","$434.23","Apartment/Condo","PETR, RENR"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261601332/0/120/90/3d4947d8b2bab9b0d21c1eb85b15b6f9/16/bc2850a748e302d7d7aa1e95980353d5/261601332.JPG","V1112539","S","3603 688 ABBOTT STREET","VVWDT","$1,190,000","3/23/2015","2","2","2","1,363","2007","8","Y","2","$634.00","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261678499/0/120/90/b2f4cd5642c5664b8d5e974fb1572a52/16/7f90a81cd040f3983aee7005b3f4535e/261678499.JPG","V1118439","S","801 1277 MELVILLE STREET","VVWCB","$1,190,000","4/22/2015","12","2","2","1,325","2008","7","Y","2","$736.71","Apartment/Condo","PETR, RENR"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261722022/0/120/90/59a6049835764a886e9aaa905332bd8d/16/c2ecd61da7c385cea2fcc82bb08abeef/261722022.JPG","V1121614","S","2206 1033 MARINASIDE CRESCENT","VVWYA","$1,193,000","5/7/2015","8","2","2","1,253","2002","13","Y","1","$516.24","Apartment/Condo","PETY, RENY"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261364368/0/120/90/3c9ebb14747d087411b92e47145be834/16/cb15fc3fa9379b23f9d05ea353891b6d/261364368.JPG","V1093309","S","1701 667 HOWE STREET","VVWDT","$1,195,000","11/7/2014","67","1","1","1,052","2013","1",,"1","$514.07","Apartment/Condo","PETR, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261756004/0/120/90/7c32ce5dc5e32fc1ac03e053d8699b85/16/4d04ec47119c3ca42f5073f97ccd9224/261756004.JPG","V1124215","S","1506 1033 MARINASIDE CRESCENT","VVWYA","$1,195,000","5/21/2015","5","2","2","1,259","2002","13","Y","1","$516.24","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261448083/0/120/90/fa3f23a285eb2e1f5e8c87e5b03aba03/16/91a224f19e3ea93a813ad7fd43bc719c/261448083.JPG","V1099212","S","2201 909 BURRARD STREET","VVWWE","$1,198,000","1/12/2015","90","3","3","1,775","1991","24","Y","2","$951.95","Apartment/Condo","PETN, RENY"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261654412/0/120/90/d5e4efa5f787405d37e8ce26b4669e12/16/ea9ee9beee73a6908c9cc498d254bd7d/261654412.JPG","V1116634","S","1202 1277 MELVILLE STREET","VVWCB","$1,200,000","4/14/2015","46","2","2","1,265","2008","7","Y","1","$707.56","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261522900/0/120/90/a12fcddc87c8c46117f6e0755d94be59/16/c8297f2e3e4a9beb0856a5cd75250f40/261522900.JPG","V1105957","S","1704 1000 BEACH AVENUE","VVWYA","$1,200,000","2/14/2015","9","2","2","1,252","1992","23","Y","2","$500.68","Apartment/Condo","PETR, PETN"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261753693/0/120/90/e3338896b38f2d0336f32c21f0843583/16/9e241122a2ecfdc27b3e9595bdb751f7/261753693.JPG","V1124048","S","902 1318 HOMER STREET","VVWYA","$1,200,000","5/20/2015","6","3","2","1,309","1995","20","Y","2","$578.35","Apartment/Condo","NO"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261559756/0/120/90/9cdf8ef922d9aea8cf90b32bdde1a3a7/16/60927e42c68c287676fc1e3d7699a8e3/261559756.JPG","V1109193","S","2002 1010 BURNABY STREET","VVWWE","$1,200,000","3/4/2015","16","2","2","2,453","1991","24","N","3","$1,206.68","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261196376/0/120/90/ad9e25259245cb305386ab963684d79f/16/d78f9c55ff7f674cab7786dd2c50bf65/261196376.JPG","V1080831","S","3007 1028 BARCLAY STREET","VVWWE","$1,205,000","8/18/2014","178","2","2","1,322","2011","3","N","1","$508.78","Apartment/Condo","PETR, RENY"
