"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262047560/0/120/90/9c4ba72a031bc08a3d9ac8e0b4905caf/16/1905d6edc86b23c03c6593a5e7b0b578/262047560.JPG","R2025933","S","410 1718 NELSON STREET","VVWWE","$350,800","1/18/2016","1","1","1","554","1979","37","Y","1","$319.55","Apartment/Condo","NO"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262052860/0/120/90/9049850858d7022c119c6ce954d11d22/16/57d3b732c41b08469f2433d0646966de/262052860.JPG","R2031233","S","416 1435 NELSON STREET","VVWWE","$350,999","2/3/2016","8","1","1","660","1976","40","Y","1","$386.75","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262074658/0/120/90/f7d8cd3c42a2bb2ceabf65a5e0d278ea/16/90cba3819a59297eb63591d867f6118c/262074658.JPG","R2053031","S","903 1330 BURRARD STREET","VVWDT","$351,000","4/4/2016","8","0","1","451","1978","38","Y",,"$195.59","Apartment/Condo","PETN, RENY"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262051839/0/120/90/724ff9be44c3d6510ad56adf90ce322e/16/12db26bb55a5ae852df2a94456330668/262051839.JPG","R2030212","S","403 1333 HORNBY STREET","VVWDT","$352,000","2/1/2016","44","1","1","461","1979","37",,,"$218.37","Apartment/Condo","NO, PETR, RENY"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262075495/0/120/90/1b7f9c8cfa2fae93f12aa6c2435ebd80/16/1f74e5a099e4520eaab773b463c921f1/262075495.JPG","R2053868","S","216 1 E CORDOVA STREET","VVEDT","$352,500","4/5/2016","17","0","1","511","1997","19","N","0","$243.69","Apartment/Condo","PETR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262058912/0/120/90/f81a03cb6a629ad6a991bb0e97615cc0/16/ebb790f48c6517778b4eac0af1052e40/262058912.JPG","R2037285","S","703 1189 HOWE STREET","VVWDT","$355,000","2/22/2016","15","0","1","459","1999","17","N","1","$224.81","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262043850/0/120/90/218239d207ff378a54b055b8119c8f61/16/b4b354c49ed244bc1be980daa50ccc5a/262043850.JPG","R2022223","S","101 1169 NELSON STREET","VVWWE","$355,000","12/31/2015","31","1","1","691","1981","35","N","1","$409.05","Apartment/Condo","PETY, PETR, RENR"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262080441/0/120/90/f19fc02c6c53c690be3a5533a5bb655a/16/5d5d9a8188fcb3fa296d00a57f4f074e/262080441.JPG","R2058814","S","303 1367 ALBERNI STREET","VVWWE","$358,000","4/18/2016","10","0","1","400","1999","17","Y","1","$200.52","Apartment/Condo","PETR, RENY"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262052479/0/120/90/e20e5807fb5e8ccabfa0faf408bfe9b8/16/642dbb69255213ffa6b7b24e44252c6e/262052479.JPG","R2030852","S","411 939 HOMER STREET","VVWYA","$358,000","1/28/2016","9","0","1","458","1997","19","Y","1","$211.01","Apartment/Condo","PETY, RENY"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262046236/0/120/90/f79cee5770b1d561979dd2fee66b4ff2/16/25b54dacafdc43fb877aec735fa388e1/262046236.JPG","R2024609","S","510 939 HOMER STREET","VVWYA","$359,000","1/13/2016","22","0","1","439","1997","19","Y","1","$203.59","Apartment/Condo","PETR, RENY"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262054379/0/120/90/5dc770ecd790c0c156193a06d97dd77c/16/7515dad705117670b611228189d42d08/262054379.JPG","R2032752","S","902 1367 ALBERNI STREET","VVWWE","$360,000","2/9/2016","7","0","1","445","1999","17",,"1","$222.19","Apartment/Condo","PETR, RENY"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262062812/0/120/90/85c5e6f2abe6b9a577e77f03b9269e92/16/0dc3720d42d1ef0e783bf79f03a14fab/262062812.JPG","R2041185","S","904 1212 HOWE STREET","VVWDT","$360,000","2/29/2016","20","1","1","405","2008","8","N","0","$179.17","Apartment/Condo","PETR, RENY"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262077363/0/120/90/df29cadb1816e9cb802c590a092ff2ec/16/89ad9ebbdf61cab5cb2f2bb19ace32aa/262077363.JPG","R2055736","S","323 1333 HORNBY STREET","VVWDT","$360,500","4/11/2016","7","0","1","472","1982","34","Y","0","$218.88","Apartment/Condo","PETR, RENY"
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/120/90/63ed1da6b1b960795b2d411bf69cfae5/NoPhotoAvailable.jpg","R2031472","S","302 1010 HOWE STREET","VVWDT","$360,888","2/2/2016","5","1","1","526","1982","34",,,"$262.17","Apartment/Condo","PETY, RENY"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262066409/0/120/90/39ff083675abb6b7fdd33a524fa5851a/16/284da6006aa6fbdb3bb76b624f32f8f0/262066409.JPG","R2044782","S","409 1331 ALBERNI STREET","VVWWE","$363,000","3/11/2016","8","0","1","400","1999","17",,"1","$200.52","Apartment/Condo","PETR, RENY"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262078452/0/120/90/dcccd35dcb100163286e1e8880c353d7/16/70056bb7a9894390a883274a2101c2a3/262078452.JPG","R2056825","S","211 819 HAMILTON STREET","VVWDT","$365,000","4/12/2016","7","1","1","500","1998","18","Y","0","$217.33","Apartment/Condo","PETY, RENY"
