"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262175878/0/120/90/8f19e210af5446b84bb01e019f32d0cf/16/a2e97ba9ff13620dbc17282022932a14/262175878.JPG","R2154251","S","801 188 KEEFER PLACE","VVWDT","$617,000","4/10/2017","7","1","1","649","2009","8",,"1","$280.00","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262181687/0/120/90/6d24d7852991e95f181b98848d346e0f/16/49d59f7c3c12b8a0521c0bb1a60cfb03/262181687.JPG","R2160060","S","2705 688 ABBOTT STREET","VVWDT","$617,000","4/24/2017","5","1","1","596","2007","10","N","1","$276.37","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262154823/0/120/90/6b5ba851eb6964839c0c41a553b3d1a5/16/9acccd0e226cce934e31f9fb6449e962/262154823.JPG","R2133196","S","508 53 W HASTINGS STREET","VVWDT","$617,900","1/23/2017","22","1","1","750","2012","5","N","1","$299.27","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262156255/0/120/90/c5532d7dcb418a905f306ac6e9028718/16/6f5b177eae22417ff9c1eaa3f60f80dc/262156255.JPG","R2134628","S","1817 68 SMITHE STREET","VVWYA","$618,000","1/26/2017","13","1","1","505","2016","1","Y","1","$211.00","Apartment/Condo","NO, PETY, RENY"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262170814/0/120/90/26572a1f3970af0259631e94ad7fd6aa/16/6057235295bcecffe2b1113485d15de1/262170814.JPG","R2149187","S","301 1265 BARCLAY STREET","VVWWE","$618,000","3/20/2017","6","2","2","930","1990","27",,"1","$434.25","Apartment/Condo","RENR"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262196271/0/120/90/e554b899f817b124f79b403b87aad9ca/16/4d4c073968b9c4775439004abcceb0ab/262196271.JPG","R2174644","S","1108 1325 ROLSTON STREET","VVWDT","$618,000","6/6/2017","6","1","1","589","2013","4","N","1","$252.88","Apartment/Condo","PETR, RENY, SMKG"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262171689/0/120/90/79c5e1eb00c80209f2a4b602be69708a/16/5dc80825649fe0d51f428a61446fb273/262171689.JPG","R2150062","S","1905 58 KEEFER PLACE","VVWDT","$618,000","3/27/2017","1","1","1","652","2007","10","N","1","$313.00","Apartment/Condo","NO, PETY, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262171583/0/120/90/f4b825e167b5df0442101502f22d4259/16/52cb2ddff38262c96825419f9b9a078b/262171583.JPG","R2149956","S","1201 1725 PENDRELL STREET","VVWWE","$618,800","3/27/2017","14","1","1","748","1975","42","Y","1","$418.78","Apartment/Condo","PETR, RENN"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262198444/0/120/90/02902dde12133ca31165ea426cee4cc2/16/5003ef9e43f05624080e3fd4da1eb189/262198444.JPG","R2176817","S","1701 1225 RICHARDS STREET","VVWDT","$618,800","6/12/2017","3","1","1","516","2004","13",,"1","$223.16","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262156591/0/120/90/7a88df688299df182cf8f709715c2642/15/ada0256e655b0f32c3659f10e4d05c95/262156591.JPG","R2134964","S","2201 1295 RICHARDS STREET","VVWDT","$619,000","1/30/2017","7","1","1","576","2002","15","Y","1","$229.39","Apartment/Condo","PETR, RENY, SMKG"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262140640/0/120/90/cbb92b0a6499d11190ce7be6ada53b18/16/6202fa7c6dfd133420172ba60d2aaedf/262140640.JPG","R2119013","S","1118 68 SMITHE STREET","VVWYA","$619,000","10/25/2016","110","1","1","505","2016","1","N","1","$237.91","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262166723/0/120/90/2c901a1d2296bc3d74b3990f287e7179/16/73a8630daad9e3b92d820598abd36063/262166723.JPG","R2145096","S","1607 821 CAMBIE STREET","VVWDT","$619,900","3/9/2017","7","1","1","568","2008","9","N","1","$248.27","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262154636/0/120/90/d035207948b0eef37681fb755df3f220/16/d9a34bfa852ca936fff987db1a89dbb9/262154636.JPG","R2133009","S","1701 1199 SEYMOUR STREET","VVWDT","$620,000","1/20/2017","2","1","1","587","2005","12","Y","1","$257.84","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262180141/0/120/90/f54a435c3db3d938ac4a596d69cdb87f/16/46e678ffbf3cdf5fa12ac4c5d2782009/262180141.JPG","R2158514","S","607 1068 HORNBY STREET","VVWDT","$620,000","4/23/2017","10","1","1","549","2000","17","Y","1","$268.23","Apartment/Condo","NO, PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148532/0/120/90/e00b2dd569c624048a2f6997827bf503/16/87360825c6d337fb4bb3de057fa23b97/262148532.JPG","R2126905","S","301 583 BEACH CRESCENT","VVWYA","$620,000","12/6/2016","12","1","1","772","2005","12",,"1","$336.00","Apartment/Condo","PETY, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152339/0/120/90/ac60ecc9938a758af7e634f81b1f9df4/16/4abb81eb70ab1fe5b038584b0fa16993/262152339.JPG","R2130712","S","804 928 HOMER STREET","VVWYA","$620,000","1/11/2017","7","1","1","554","2006","11","Y","1","$230.62","Apartment/Condo","PETY, RENY"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262165936/0/120/90/0117a5532c22394ee12fcb44e081d937/16/b0cae242550b9c12dd08e248589d44ae/262165936.JPG","R2144309","S","1001 1200 W GEORGIA STREET","VVWWE","$620,000","3/5/2017","8","1","1","627","1998","19","Y","1","$326.42","Apartment/Condo","PETR, RENY"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262186009/0/120/90/aaeff4e8c80801d907d2712ea2d0c19e/16/9ba2551d847ba67abcc1ce69d5be2579/262186009.JPG","R2164382","S","1501 1331 ALBERNI STREET","VVWWE","$620,000","5/8/2017","28","1","1","589","1999","18","Y","1","$315.83","Apartment/Condo","PETR, RENY"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262164031/0/120/90/66f1c7adc9c8e394eed307c489639bbe/16/3b6e0a2efb8d36ad8babd5ab6b8d7a8b/262164031.JPG","R2142404","S","505 930 CAMBIE STREET","VVWYA","$620,000","2/28/2017","13","2","2","820","1994","23","N","1","$397.53","Apartment/Condo","PETN, RENR"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262172632/0/120/90/0088cf03b459b1d27252836a8def7425/16/b6cd9607ad65aa8800db2fbe1f1aa7b2/262172632.JPG","R2151005","S","3610 1480 HOWE STREET","VVWYA","$620,500","3/28/2017","6","1","1","465","2019","0","N",,"$260.80","Apartment/Condo","NO"
