"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262027934/0/120/90/bf61ee1ef5ad96bade32a3c6dfa46e03/16/99fb014d07c3b8dba11450231fae4595/262027934.JPG","R2006307","S","901 1650 BAYSHORE DRIVE","VVWCB","$1,184,848","10/5/2015","54","2","2","1,215","2003","12","Y","1","$635.00","Apartment/Condo","PETR, RENR"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262031958/0/120/90/0c396b0137fe752402eb6580034eff3a/16/254aa17d85989b716154d3a26b7ec284/262031958.JPG","R2010331","S","2308 193 AQUARIUS MEWS","VVWYA","$1,190,000","10/21/2015","13","2","2","1,009","2000","15","N","1","$447.39","Apartment/Condo","PETR, RENY"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262024116/0/120/90/323bbede2ff5154a8ac0e50330fef828/16/d318ac1d6f17a6fbc83deb548db8dd5e/262024116.JPG","R2002489","S","3202 455 BEACH CRESCENT","VVWYA","$1,198,000","9/22/2015","40","2","2","1,146","2005","10",,"1","$453.00","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262040190/0/120/90/6b1f9aa21d08fa1e5a3c9963bc6d0abf/16/5775adff461ecafe06d93d867a7874f6/262040190.JPG","R2018563","S","3402 1028 BARCLAY STREET","VVWWE","$1,200,000","12/1/2015","24","2","2","1,058","2011","5","N","1","$405.37","Apartment/Condo","PETR, RENR"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262026117/0/120/90/7751dbbf7b48e67ff213cc6f3ed6aa20/16/485c0761a1713ee4764e5a8ef8b630ab/262026117.JPG","R2004490","S","2405 1028 BARCLAY STREET","VVWWE","$1,225,000","9/29/2015","79","2","2","1,027","2011","4",,"1","$392.96","Apartment/Condo","PETR, RENR"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262033822/0/120/90/1c1b53c74480366025c461c99709cb88/16/0e2f56c8ccb686c97be578fc6f746a25/262033822.JPG","R2012195","S","PH1 950 CAMBIE STREET","VVWYA","$1,228,000","10/27/2015","6","3","3","1,779","1995","20","N","2","$806.42","Apartment/Condo","PETN, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262036217/0/120/90/3c8b3f79858a9636be725298bfadbc21/16/fb91e674525d51cab073b15bbac66383/262036217.JPG","R2014590","S","1803 717 JERVIS STREET","VVWWE","$1,243,000","11/10/2015","27","3","2","1,582","1990","25","Y","2","$698.12","Apartment/Condo","PETN, RENR"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262034050/0/120/90/b7e363debf42ef61d9e70e6a05558028/16/518f233e830bbced0c70ea39290576a9/262034050.JPG","R2012423","S","703 1710 BAYSHORE DRIVE","VVWCB","$1,268,000","10/30/2015","26","2","2","1,298","1997","18","Y","2","$744.54","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262041577/0/120/90/b633aec3206ba1cf9a04e0802db96c1d/16/0f31b37d08425b4e2feea40c4437880d/262041577.JPG","R2019950","S","806 1600 HOWE STREET","VVWYA","$1,293,000","12/9/2015","5","2","2","1,293","1986","29","Y","2","$649.00","Apartment/Condo","PETN, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262032774/0/120/90/459e947e428927dee3f94b6be1e4ace5/16/0a00e077298eb77f4feae83abf70dffd/262032774.JPG","R2011147","S","1403 499 BROUGHTON STREET","VVWDT","$1,300,000","10/27/2015","7","2","2","1,140","2003","12","Y","1","$615.42","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262033975/0/120/90/8f40d8a7900f47ffd0b90f19efcccf63/16/db900cee38cbfcdf9eb74737ad2c9a31/262033975.JPG","R2012348","S","401 1863 ALBERNI STREET","VVWWE","$1,338,000","11/2/2015","3","2","2","1,272","2003","12","Y","1","$684.69","Apartment/Condo","PETR, RENR"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261895573/0/120/90/1edccc4c12c4d6dc3975603856024a82/16/55da3410f2641264cf9f79af502048c4/261895573.JPG","V1134633","S","2209 1111 ALBERNI STREET","VVWWE","$1,360,000","7/15/2015","133","2","2","1,446","2008","7","Y","1","$1,162.14","Apartment/Condo","PETY, RENY, SMKG"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262036319/0/120/90/8c0f2bf227be4ce66b5345d7b4b745ee/16/c72ade470d39068f74e788b8939c757a/262036319.JPG","R2014692","S","402 1228 W HASTINGS STREET","VVWCB","$1,375,000","11/11/2015","18","2","3","1,621","2002","13","Y","2","$861.33","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262036164/0/120/90/045bea323d3806e7afa1abace0de64ca/16/ff7ec43ab4a1564639f94f98e327da1b/262036164.JPG","R2014537","S","2501 1238 MELVILLE STREET","VVWCB","$1,388,800","11/10/2015","6","3","2","1,205","1996","19",,"1","$516.08","Apartment/Condo","PETR, RENY"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261788640/0/120/90/b00af77e5e0c28940c29669b85675f31/16/e506bde9346594b9259d8dc2dc8881fc/261788640.JPG","V1126688","S","18C 199 DRAKE STREET","VVWYA","$1,395,000","6/3/2015","188","3","3","1,800","1997","19","N","2","$819.37","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262034183/0/120/90/c122bd54a8fd998900b36d2783f69af2/16/18aaaf05a2af791a5204c12682b5822a/262034183.JPG","R2012556","S","402 1949 BEACH AVENUE","VVWWE","$1,398,000","11/2/2015","9","3","2","1,679","1949","66","Y","2","$1,150.00","Apartment/Condo","AGER, PETN, RENN"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261877030/0/120/90/ffede1a847125a0c065e3b298bee1d31/16/bdd46ea8242e285e8a0200f9f430757d/261877030.JPG","V1133226","S","303 1311 BEACH AVENUE","VVWWE","$1,425,000","7/6/2015","148","2","2","1,324","1989","26","Y","2","$691.45","Apartment/Condo","PETR, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262037598/0/120/90/b1be99f4b964258e56cfd00047810116/16/ce16269de802f79f856d35b27f49ac92/262037598.JPG","R2015971","S","1205 1206-1288 ALBERNI STREET","VVWWE","$1,450,000","11/18/2015","32","4","4","1,799","1996","20","Y","3","$809.69","Apartment/Condo","PETY, RENY"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262029621/0/120/90/e6dbd2272eadaef58a97feaaaebe103d/16/5d2993fe31466328b311b47c5040a791/262029621.JPG","R2007994","S","3103 1028 BARCLAY STREET","VVWWE","$1,488,000","10/9/2015","24","2","2","1,272","2011","4","N","2","$488.10","Apartment/Condo","PETR, RENY"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262039209/0/120/90/45a9ac0aab9281cdc48793bd8c900287/16/caf364274787e9108065bdbd434db5e2/262039209.JPG","R2017582","S","3001 1199 MARINASIDE CRESCENT","VVWYA","$1,505,000","11/25/2015","0","3","2","1,360","1999","16","Y",,"$673.45","Apartment/Condo","NO"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262030641/0/120/90/1dce4b7bcb97f1ea709db14a5025dbed/16/bf6852a1375f5e13c857558ff6e4ad30/262030641.JPG","R2009014","S","801 1925 ALBERNI STREET","VVWWE","$1,505,000","10/16/2015","22","2","2","1,255","2007","8","Y","2","$781.75","Apartment/Condo","PETR, RENR"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262041742/0/120/90/4637c3d14443a5018117b600ce862f3e/16/1c8a453dda3d39821d2f645c7e2b4162/262041742.JPG","R2020115","S","PH6 1178 HAMILTON STREET","VVWYA","$1,515,000","12/10/2015","6","2","2","1,549","1912","103","N","1","$758.74","Apartment/Condo","PETY, RENR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262021848/0/120/90/b518e30dbc0fdc4874c70b0f1b9d622c/16/2644e88a1d23761e6bde30478508b8d2/262021848.JPG","R2000221","S","502 1205 W HASTINGS STREET","VVWCB","$1,525,000","9/15/2015","71","2","2","1,277","2007","8","Y","2","$710.82","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262037067/0/120/90/97b32a7063c9a0f7a0044024c6548110/16/3a630398824fd20e9da8096f15905b8d/262037067.JPG","R2015440","S","2703 837 W HASTINGS STREET","VVWDT","$1,529,000","11/16/2015","10","2","3","1,720","1998","17","Y","1","$683.17","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262037368/0/120/90/c90a08ff6608166fd655e8257aeaefa1/16/c1f6fb82234162a1f5b408d67edb6311/262037368.JPG","R2015741","S","1602 1483 HOMER STREET","VVWYA","$1,570,000","11/16/2015","7","2","2","1,172","2003","12","Y","2","$643.40","Apartment/Condo","PETR, RENR"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262036142/0/120/90/b56670ac168ff5ac71f7524fa1b09c46/16/2c9adcce7a2986c3a451f3228678dbe2/262036142.JPG","R2014515","S","2201 535 NICOLA STREET","VVWCB","$1,670,000","11/10/2015","23","2","2","1,388","1997","18","Y","2","$696.36","Apartment/Condo","PETR"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262033408/0/120/90/6867482eb1f53a5a5772b040eabf3451/16/76c0d91df8fe7ab35aa8dc904255b155/262033408.JPG","R2011781","S","701 8 SMITHE MEWS","VVWYA","$1,690,000","10/29/2015","20","2","2","1,292","2008","7","Y","3","$568.75","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262011662/0/120/90/9e6392fee064fcd068fe28394ed95720/16/d41f02b3ef5d31d9e7b9a3c51648c9a1/262011662.JPG","V1142806","S","904 1835 MORTON AVENUE","VVWDT","$1,745,000","9/5/2015","100","2","2","1,440","1960","56","Y","1","$935.62","Apartment/Condo","AGER, PETN, RENN"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262036351/0/120/90/d46b1ca29d1dcb5c15aca912e1aec21b/16/7492add8f14a6243bf8d0cf39393573c/262036351.JPG","R2014724","S","4003 938 NELSON STREET","VVWDT","$1,745,000","11/10/2015","17","2","2","1,605","2001","14","Y","2","$943.20","Apartment/Condo","PETY, RENY"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262030579/0/120/90/03cb32a9b7e11d82c37147373ae2f7ce/16/b13313cecab9b17fdf95d07a45f37810/262030579.JPG","R2008952","S","2402 1205 W HASTINGS STREET","VVWCB","$1,750,000","10/15/2015","64","2","2","1,272","2007","8","Y","2","$710.82","Apartment/Condo","PETR, RENY"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262031129/0/120/90/c6d4c336835f1e7bfd2545f0021e9431/16/ab9b8b975ca9e055d0a075eb5b7306c6/262031129.JPG","R2009502","S","903 1205 W HASTINGS STREET","VVWCB","$1,755,000","10/19/2015","72","2","2","1,376","2007","9",,"2","$764.58","Apartment/Condo","PETR, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262042422/0/120/90/0c40948d6b1edc0cd98a4e3ca97f8b8f/16/eec0d6171fe26a520d2cd7a5f463ca7e/262042422.JPG","R2020795","S","2602 1205 W HASTINGS STREET","VVWDT","$1,769,000","12/15/2015","4","2","2","1,277","2007","9","Y","2","$710.82","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262040246/0/120/90/cf0b1c7bb68d06d14068fdad05375c7d/16/b71a09dad95b6bbabd1797e9cf143fe9/262040246.JPG","R2018619","S","3202 1111 ALBERNI STREET","VVWWE","$1,880,000","12/2/2015","11","2","3","1,619","2008","7","Y","2","$1,300.90","Apartment/Condo","PETY, RENY"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262030028/0/120/90/e43432962ea02a37a54755eadd66c0a1/16/98047a1994ca5f9fa9bf4077bb3dd0be/262030028.JPG","R2008401","S","2002 8 SMITHE MEWS","VVWYA","$1,900,000","10/14/2015","76","2","2","1,418","2008","8","Y","2","$613.85","Apartment/Condo","PETR, RENR"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262033730/0/120/90/760f8110f6ce7d0bb37b101350fb90c7/16/a43ce86ff6c92b7739d6ecacf1697cb3/262033730.JPG","R2012103","S","18B 1500 ALBERNI STREET","VVWWE","$1,925,000","10/27/2015","37","2","3","2,462","1991","24","Y","2","$1,295.91","Apartment/Condo","PETR, RENY"
