"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# Rms","Area","Full Baths","Half Baths"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261343900/0/120/90/8a445e49ee745f893f70507e59dfee46/16/751f8411845b9317d02e0a6512cab6ef/261343900.JPG","V1092245","S","106 331 KNOX STREET","VNWSA","$130,100","10/29/2014","64","1","1","639","1973","41","Y","1","$273.81","Apartment/Condo","PETR, RENR","1","4","New Westminster","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261336951/0/120/90/9647c33df99b559c7637d386e0c14853/16/465acd88f9c18ccb69e97f6872a069ca/261336951.JPG","V1091478","S","101 2388 WELCHER AVENUE","VPQCE","$131,000","10/23/2014","89","1","1","655","1994","20","Y","1","$227.87","Apartment/Condo","PETY, RENN","1","4","Port Coquitlam","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261231339/0/120/90/3eedb26fb21371bc37f550db7579181b/16/6b1d7ca282c54dfc320d02913aa01b67/261231339.JPG","V1083449","S","301 16 LAKEWOOD DRIVE","VVEHA","$132,500","9/4/2014","140","1","1","535","1981","33",,"1","$234.55","Apartment/Condo","PETN, RENN","1","4","Vancouver East","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261303270/0/120/90/c2bec23fda3b1271ef324f5ab27f0b81/16/bf5ea61230d784c3279dc96bd3b9aef9/261303270.JPG","V1089112","S","301 2401 HAWTHORNE AVENUE","VPQCE","$135,000","10/7/2014","104","2","2","939","1993","21","Y","1","$455.11","Apartment/Condo","PETR, RENR","1","6","Port Coquitlam","1","1"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260674635/0/120/90/3c49f7c546ed1d9ccbdf276b4010de18/16/a6746578af0173017e88961e51c92a2f/260674635.JPG","V1037952","S","617 1128 W HASTINGS STREET","VVWCB","$135,000","11/29/2013","426","1","1","285","1997","16",,,"$9.50","Apartment/Condo","PETY, RENY","0","1","Vancouver West","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261098064/0/120/90/685779c929c326f0a3f8fb38fbcf0be6/16/f54e5a5acad6b9b95a0f9f476f5c55b5/261098064.JPG","V1073430","S","212 9260 NO 2 ROAD","VRI50","$135,000","6/30/2014","198","2","2","1,000","1994","20","Y","1","$592.00","Apartment/Condo","AGER, PETR","1","5","Richmond","1","1"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261215982/0/120/90/5d3ca6c8a760e327050e1867823b9c29/16/3f569501d9a2604618d565d1878f8575/261215982.JPG","V1082540","S","310 1122 KING ALBERT AVENUE","VCQCC","$143,000","9/2/2014","140","1","1","570","1981","33","Y","1","$251.96","Apartment/Condo","PETR, RENR","1","4","Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261336929/0/120/90/f782d9277554a9034f1f1821ffbabc14/16/bc115e735025aaf8b67665f8ff799b49/261336929.JPG","V1091548","S","317 8640 CITATION DRIVE","VRI60","$145,000","10/27/2014","95","1","1","650","1980","34","N","1","$261.19","Apartment/Condo","PETR, RENY","1","5","Richmond","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261360208/0/120/90/96f392c351598343317fd38745b3d450/16/abd5d953dcafbabe04d9a0a0e31ca538/261360208.JPG","V1093035","S","54 2002 ST. JOHNS STREET","VPMPM","$145,000","11/5/2014","70","2","1","865","1965","49","N",,"$290.41","Apartment/Condo","AGER, PETR, RENN","1","6","Port Moody","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261359609/0/120/90/3b7633354e39ddb20ae080804b14da3b/16/acad980a7b019ff620c292a729233024/261359609.JPG","V1092976","S","221 8540 CITATION DRIVE","VRI60","$146,000","11/4/2014","85","1","1","650","1980","34","N","1","$305.20","Apartment/Condo","PETR, RENR","1","4","Richmond","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261440649/0/120/90/14fbc3c50383b578b009d0b085160826/16/af65331f2e53d33f1916ba47b28369ef/261440649.JPG","V1098454","S","106 12207 224TH STREET","VMRWC","$146,000","1/7/2015","17","1","1","664","1999","16",,"1","$185.51","Apartment/Condo","PETR, RENN","1","4","Maple Ridge","1","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261127486/0/120/90/7a36ff95fe742550aadd86e122966de7/16/630fbfdd2ea005c57ba2be4ed9b68b37/261127486.JPG","V1075910","S","306 7428 19TH AVENUE","VBEED","$150,000","7/14/2014","185","1","1","705","1975","39","Y","1","$210.00","Apartment/Condo","PETN, RENN","1","4","Burnaby East","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261301054/0/120/90/22780ddcf37b184f709e21dec99a71d2/15/cf84e355bcfcb7515bb6fd0d5a7a5805/261301054.JPG","V1088919","S","210 195 MARY STREET","VPMPM","$152,000","10/3/2014","115","1","1","660","1971","43",,"1","$225.00","Apartment/Condo","PETR, RENR","1","5","Port Moody","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261436056/0/120/90/2efe0d0d20d1aaf3ed966de3cad31ce5/16/02592d9fa4f59feffe20328d3a735a34/261436056.JPG","V1097992","S","105 340 9TH STREET","VNWUP","$152,500","1/6/2015","20","1","1","794","1973","42","Y","1","$220.60","Apartment/Condo","PETR, RENR","1","6","New Westminster","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261441438/0/120/90/80d55ee01c3e6a9052b1303fcdf84535/16/a275bc2f095a3a21441b7bb92dd192c9/261441438.JPG","V1098562","S","603 320 ROYAL AVENUE","VNWDT","$153,000","1/6/2015","8","1","1","618","1975","40","Y","1","$261.82","Apartment/Condo","PETR, RENR","1","4","New Westminster","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261403059/0/120/90/9de57ba39d762d7c5e89d79be7e6216c/16/a461dfcc8b4be7d65e1bc40de60b1046/261403059.JPG","V1095881","S","37 1225 BRUNETTE AVENUE","VCQML","$154,000","12/3/2014","53","1","1","604","1992","22","Y","1","$125.41","Apartment/Condo","PETR, RENR","1","4","Coquitlam","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261294033/0/120/90/58ec49e2bb633a8e93ccdc2da7a876e5/16/0b516dd33bd6476a60aec696605ccfba/261294033.JPG","V1088546","S","211 202 WESTHILL PLACE","VPMCP","$155,100","10/1/2014","114","2","1","865","1974","40","N",,"$298.00","Apartment/Condo","PETR, RENR","1","6","Port Moody","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261436048/0/120/90/ca6ce6bec02da5ccfe897437cecbea30/16/5fc6c7cafeb465071cee4e487f3ce8ed/261436048.JPG","V1098002","S","604 1026 QUEENS AVENUE","VNWUP","$157,800","1/5/2015","17","1","1","616","1984","31","Y","1","$217.82","Apartment/Condo","PETN, RENR","1","5","New Westminster","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289517/0/120/90/6b03a3f2a94c6c48dc22af2f4170bb66/16/7342f1587c127c8461190215132d41a5/261289517.JPG","V1087977","S","407 22230 NORTH AVENUE","VMRWC","$160,000","10/1/2014","103","2","1","906","1999","15",,"1","$248.89","Apartment/Condo","PETR, RENN","1","4","Maple Ridge","1","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261288243/0/120/90/9e98055350ba4031cae6bccb1654922b/16/2f2b10ed5d9f7e299f509eaf936dd77f/261288243.JPG","V1087851","S","410 200 KEARY STREET","VNWSA","$161,750","9/30/2014","118","1","1","555","2008","6",,"1","$190.77","Apartment/Condo","PETR, RENY","1","4","New Westminster","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260799774/0/120/90/08c7aea099b4518da655dec0de091cb0/16/885fd09d6aa52b963c023a0c746c1aed/260799774.JPG","V1049064","S","205 8870 CITATION DRIVE","VRI60","$165,000","2/22/2014","321","1","1","753","1979","35",,"1","$339.28","Apartment/Condo","PETR, RENR","1","6","Richmond","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261442778/0/120/90/4bbc76708d48c7e1d2a431d2e2f90cb8/16/2c76975a2799397e6791ceb630ba4676/261442778.JPG","V1098675","S","212 555 NORTH ROAD","VCQCW","$165,000","1/9/2015","16","1","1","710","1982","33","Y","1","$172.00","Apartment/Condo","PETR, RENR","1","4","Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261303750/0/120/90/d87b9e0ab00352a6225a235d3b9685ec/16/a7c860e416f86ea42825639ed944930b/261303750.JPG","V1089182","S","309 1055 HARWOOD STREET","VVWWE","$166,500","10/7/2014","88","0","1","412","1955","59","Y","0","$162.50","Apartment/Condo","AGER, PETR, RENN","1","2","Vancouver West","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261451526/0/120/90/b4b5bc3742e658c912404b821a731897/16/208230f2d194eb4795cf3df995f8c25e/261451526.JPG","V1099539","S","18 20799 119 AVENUE","VMRSW","$167,500","1/13/2015","12","2","1","893","1987","28",,"1","$195.00","Townhouse","AGER, PETR","1","8","Maple Ridge","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261391232/0/120/90/fd046597137ffdd043b54e71c073b27b/16/e20e0b36129681a01773bf9fae07972a/261391232.JPG","V1095064","S","114 1655 GRANT AVENUE","VPQGL","$168,000","11/25/2014","37","1","1","713","1995","19","Y","1","$218.00","Apartment/Condo","PETR, RENR","1","4","Port Coquitlam","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261425794/0/120/90/c265adc05fb4e816a92113a8af188541/16/86ef13d1788d361991338f1c4998f496/261425794.JPG","V1097223","S","415 371 ELLESMERE AVENUE","VBNCH","$170,000","12/17/2014","27","1","1","672","1973","41","Y","1","$292.10","Apartment/Condo","PETR, RENN","1","5","Burnaby North","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261318866/0/120/90/a5da74ed87025ff7b9f76dd7e2830715/16/c0d6c430058c864f8ba3145838dbee91/261318866.JPG","V1090354","S","1108 320 ROYAL AVENUE","VNWDT","$170,000","10/16/2014","103","1","0","488","1975","39","Y","1","$206.74","Apartment/Condo","PETR, RENR","1","3","New Westminster","0","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260997151/0/120/90/bcc43d3419d873393261e96e85cdcc7f/16/938d36e134b8616325efae834e88fcef/260997151.JPG","V1066048","S","62 20554 118TH AVENUE","VMRSW","$172,000","5/21/2014","249","2","2","1,020","1991","23",,"1","$148.00","Townhouse","PETR, RENN","1","6","Maple Ridge","1","1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261452530/0/120/90/cf69a5efc7706c275c3ada9fe11d3754/16/b7744b36cf8571fa76373c848a16c753/261452530.JPG","V1099724","S","112 8540 CITATION DRIVE","VRI60","$173,500","1/12/2015","14","2","1","864","1979","36","N","1","$349.86","Apartment/Condo","RENN","1","6","Richmond","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261122488/0/120/90/429cf1f17d2431952eec002a0bfb87a1/16/5a707c0b2a60863690d2210d3f01e240/261122488.JPG","V1075430","S","202 5631 INLET AVENUE","VSCSD","$175,000","7/12/2014","190","2","1","966","2007","7",,"1","$207.00","Apartment/Condo","PETN, RENR","1","5","Sunshine Coast","1","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261381078/0/120/90/ec21cd1edd66b39c416e1fe17208d7be/16/e6b421fadbee4f4f3d6b6d9c99756054/261381078.JPG","V1094441","S","111 3883 LAUREL STREET","VBSBH","$175,000","11/18/2014","56","1","1","631","1983","31","Y","1","$210.54","Apartment/Condo","PETR, RENN","1","4","Burnaby South","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261470129/0/120/90/f7aa5d6450713fbe7381c13a826dec39/16/ddd26f17cda69f0f8344895a1745b3b9/261470129.JPG","V1101156","S","1107 9280 SALISH COURT","VBNSH","$177,000","1/23/2015","3","1","1","689","1977","38","Y","1","$262.50","Apartment/Condo","PETR, RENN","1","4","Burnaby North","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261427030/0/120/90/39ffb9a586d7a3bdb46a980526b78e16/15/d8f1e53349bc53043a59f910c3e2d4bc/261427030.JPG","V1097286","S","403 2970 PRINCESS CRESCENT","VCQCY","$177,000","12/23/2014","13","1","1","713","1996","18","Y",,"$196.00","Apartment/Condo","PETR, RENR","1","5","Coquitlam","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261435496/0/120/90/9fdb06eecf25392206efe06e3e8c0f8c/16/8110d0247493f127ad2ed4489659d3e1/261435496.JPG","V1097959","S","107 2340 HAWTHORNE AVENUE","VPQCE","$178,000","1/5/2015","14","1","1","705","1994","21","Y","1","$209.19","Apartment/Condo","PETR","1","4","Port Coquitlam","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261455604/0/120/90/03db2269f2df7ee0d34246c7699fe184/16/d30aa0cc9b16e957ef26e51fddfb7fc2/261455604.JPG","V1099881","S","212 8880 COOK ROAD","VRI60","$180,000","1/12/2015","8","1","1","626","1980","35","Y","1","$225.11","Apartment/Condo","PETR, RENR","1","5","Richmond","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261406603/0/120/90/342950368991d914a8b11a0643d69890/16/e704e1a31e8e7761dab03ef0d101464b/261406603.JPG","V1096104","S","302 2990 PRINCESS CRESCENT","VCQCY","$181,000","12/2/2014","42","1","1","713","1994","20","Y","1","$248.82","Apartment/Condo","PETR, RENR","1","4","Coquitlam","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261353205/0/120/90/e1e60391ac0c3f809d0acf9d6731a589/16/fd93fdb04ec1411af08f272d006db34a/261353205.JPG","V1092496","S","201 8820 NO 1 ROAD","VRI31","$182,000","11/3/2014","82","2","2","928","1974","40","Y","1","$380.26","Apartment/Condo","PETN, RENR","1","5","Richmond","1","1"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261423174/0/120/90/6ed91aa5aeb5ed4883fabc38d0976e52/16/0f6a570cc60e81593419e20f89b59816/261423174.JPG","V1097060","S","614 528 ROCHESTER AVENUE","VCQCW","$182,500","12/19/2014","18","1","1","502","1998","16",,,"$158.56","Apartment/Condo","PETR, RENR","1","3","Coquitlam","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261305913/0/120/90/03f71491a961ab2e6583695a1bbc09fe/16/89815ff36fb7b766490de2c02ea5d143/261305913.JPG","V1089331","S","314 1545 E 2ND AVENUE","VVEGR","$183,000","10/1/2014","99","0","1","425","1978","36","Y","1","$221.27","Apartment/Condo","PETR, RENY","1","2","Vancouver East","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261388732/0/120/90/f9aed9bde957ded3a9f7094e2ece5f57/16/7899d816b2df902df79b5d5e58fd4d52/261388732.JPG","V1094881","S","209 22720 119TH AVENUE","VMREC","$185,000","11/21/2014","46","2","2","1,150","1994","20",,"1","$315.00","Apartment/Condo","PETR, RENY, RENR","1","7","Maple Ridge","1","1"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261359133/0/120/90/58412a97df7757731f52c9f404584c3b/16/b1251a0724118afbe2b61201d5af833c/261359133.JPG","V1092958","S","103 1015 ST. ANDREWS STREET","VNWUP","$185,000","11/5/2014","80","2","1","776","1977","37","Y","1","$295.00","Apartment/Condo","PETR","1","7","New Westminster","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261450679/0/120/90/673b77b2b5ba1af5903d050dd283283e/16/716afcef7be50d364dd7363014a5166a/261450679.JPG","V1099449","S","207 9280 SALISH COURT","VBNSH","$185,000","1/14/2015","8","1","1","689","1977","38","Y","1","$262.50","Apartment/Condo","RENN","1","4","Burnaby North","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261436242/0/120/90/2ab59b8b2e9ab4da08c55bba4246a953/16/8b5294c35daec238e951d7d80e938d2f/261436242.JPG","V1098014","S","305 2435 WELCHER AVENUE","VPQCE","$186,000","1/6/2015","14","1","1","649","1994","21",,"1","$224.70","Apartment/Condo","PETY, RENR","1","4","Port Coquitlam","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261271522/0/120/90/09a8c6e3e80970b2ee648d1ecef07085/16/c5160cb06e3e4c74b89ea66662134261/261271522.JPG","V1086554","S","332 1441 GARDEN PLACE","VTWCD","$187,000","9/22/2014","131","1","1","806","1982","32","Y","1","$221.49","Apartment/Condo","PETR, RENR","1","5","Tsawwassen","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261090453/0/120/90/7dbc1cdc28f4219c192d766e751d68ef/16/694569515d92c14725082c7a0f3e1a5f/261090453.JPG","V1072992","S","1804 615 BELMONT STREET","VNWUP","$188,000","6/26/2014","191","1","1","783","1982","32","Y","1","$244.93","Apartment/Condo","PETN, RENN","1","4","New Westminster","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261430036/0/120/90/ce67892f171c77526bda1fe454d1a98a/16/6429ca1496c59f3fd4e4386382351e98/261430036.JPG","V1097404","S","223 1202 LONDON STREET","VNWWE","$188,000","12/30/2014","24","1","1","852","1985","29","Y",,"$286.74","Apartment/Condo","PETR, RENR","1","5","New Westminster","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261394907/0/120/90/359fdd5f007c30add38db06d07a869a4/16/04af6d53a32138e85ed3708a3885da0b/261394907.JPG","V1095386","S","B106 40120 WILLOW CRESCENT","VSQGE","$188,000","11/27/2014","49","2","1","776","1992","22",,"1","$202.00","Apartment/Condo","PETR, RENR","1","5","Squamish","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261135897/0/120/90/f9fd25e5a913afa9880369cbd8eee070/16/1b397c5f956924f28b12f92cbc81f265/261135897.JPG","V1076488","S","311 11665 HANEY LANDING","VMRWC","$189,000","7/13/2014","175","2","2","906","2007","7","N","1","$249.91","Apartment/Condo","PETR, RENR","1","4","Maple Ridge","2","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261210365/0/120/90/61b261755ffbd9421b29b66659db9521/16/4706fbf3ed9854e636e540476c546a7c/261210365.JPG","V1081952","S","109 2615 JANE STREET","VPQCE","$189,000","8/25/2014","158","1","1","853","1994","20","Y","1","$206.94","Apartment/Condo","PETR, RENR","1","6","Port Coquitlam","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260785838/0/120/90/2456625c57f6562dd45ba6fd013cc772/16/b57868c3a152e9904c1a8cf06d243b7d/260785838.JPG","V1047836","S","307 12075 EDGE STREET","VMRWC","$189,900","2/17/2014","334","1","1","639","2013","1",,"1","$190.43","Apartment/Condo","PETY, RENY","1","5","Maple Ridge","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261465398/0/120/90/4df2e22b2515df5efeb077a8d2efa835/16/d7b89db85e7de830fae13766b6a0392f/261465398.JPG","V1100867","S","208 11963 223RD STREET","VMRWC","$190,000","1/21/2015","7","2","2","1,097","1991","24",,"1","$275.22","Apartment/Condo","PETR, RENN","1","7","Maple Ridge","2","0"
