"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261713828/0/120/90/2bb16b237d3132f417c81cde9a8b6fe7/16/220c6b1f9e1950148b6f61281bbffe62/261713828.JPG","V1120964","S","#3 4686 SINCLAIR BAY ROAD","VSCPE","$41,400","5/1/2015","20","2","2","550","2004","11","0.00",,"1","RECRE","MANUF","6","Sunshine Coast","2","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261269312/0/120/90/46f668ac44c04cd4bab1a21f54033c51/16/579196b4c7fe7cb5485bbde2993ad835/261269312.JPG","V1086387","S","5374 SUNSHINE COAST HIGHWAY","VSCSD","$43,000","9/20/2014","244","2","1","998","9999","999","50.00","100","1","HOUSE","1ST","7","Sunshine Coast","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261484718/0/120/90/a8bc403e648a29177c5e8efb74530478/16/0819a7c1a0a6413ebbce7096b60caffa/261484718.JPG","V1102612","S","4 4116 BROWNING ROAD","VSCSD","$55,000","2/1/2015","109","2","1","784","1988","27","0.00",,"1","MANUF","MANUF","4","Sunshine Coast","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261522993/0/120/90/ef33b13546157c8c32da2e335ca3d731/16/8b8329f1799649b13436eb7c4d1e1b58/261522993.JPG","V1105976","S","65 TIMBER TOWN COURT","VSQGE","$74,000","2/18/2015","79","2","2","1,264","1979","36","35.00","80","1","MANUF","MANUF","7","Squamish","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261667376/0/120/90/caca4b285cd22f80802e860883abab73/16/84c6f4730e0c544f170d536ba493bf38/261667376.JPG","V1117535","S","99 201 CAYER STREET","VCQML","$76,000","4/17/2015","38","2","1","864","1973","42",,,"1","MANUF","MANUF","5","Coquitlam","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261389261/0/120/90/16c075bbde8100e08611e78338225a0d/16/81f45b0f69200ac8beca062e197d6a06/261389261.JPG","V1094936","S","268 201 CAYER STREET","VCQML","$77,000","11/21/2014","162","3","2","1,200","1973","41","0.00",,"1","MANUF","MANUF, RANBG","8","Coquitlam","1","1"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261698788/0/120/90/79457b2c856bfcca5e9f40a8ff4bb440/16/dd16187499ae4885593ab8a5acc1a9ed/261698788.JPG","V1119868","S","149 1830 MAMQUAM ROAD","VSQGE","$80,000","4/22/2015","11","3","1","950","1975","40","0.00",,"1","MANUF","1ST","8","Squamish","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261454385/0/120/90/3e470b87d46e545ac7584057cfcd0c96/16/56db8aec70bca9920bb2b1804d4e6da4/261454385.JPG","V1099786","S","5410 SINKU DRIVE","VSCSD","$81,000","1/15/2015","112","3","2","1,107","9999","999","0.00",,"1","HOUSE","1ST","7","Sunshine Coast","2","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261712854/0/120/90/0ee00986a1ba299fcb5dd228c0974409/16/79ceed9c95ae30652f1346d7d0461dc4/261712854.JPG","V1120972","S","107 40157 GOVERNMENT ROAD","VSQGE","$120,000","5/3/2015","2","2","1","873","1973","42","0.00",,"1","MANUF","MANUF","5","Squamish","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261622853/0/120/90/96235a4816e01b08ded4ca5b72f3d954/16/74f576fd58494d13b874f99712a23c66/261622853.JPG","V1114242","S","35 5575 MASON ROAD","VSCSD","$122,500","4/1/2015","41","3","2","1,152","2005","10","0.00",,"1","MANUF","MANUF","6","Sunshine Coast","2","0"
