"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# Rms","Area","Full Baths","Half Baths"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262151160/0/120/90/d1ae694d33ff9119ddfbe8685f40ccc5/16/b989d55fafd684e94ffb8b1f25f92070/262151160.JPG","R2129533","S","319 22562 121 AVENUE","VMRWC","$214,900","1/6/2017","18","1","1","581","2017","0",,"1","$147.62","Apartment/Condo","RENY","1","4","Maple Ridge","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262153017/0/120/90/e467dfd6786bc68c4d0fc4125d1b6d5c/16/f6b257e8fbaf3ef78001ca14dc97c63a/262153017.JPG","R2131390","S","42 21555 DEWDNEY TRUNK ROAD","VMRWC","$215,000","1/16/2017","3","3","1","1,025","1970","47","N","1","$242.84","Townhouse","PETR, RENR","1","5","Maple Ridge","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262119747/0/120/90/bcf25a202f18e45cde4c7171539fd53f/16/b7d392ccc51b86655ac007d32a88b274/262119747.JPG","R2098120","S","20 767 NORTH ROAD","VSCGB","$215,000","8/3/2016","155","1","1","900","1993","24","N","2","$122.00","Townhouse","AGER","1","5","Sunshine Coast","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262151972/0/120/90/ba1f017e89f033defc232325c872ff94/16/04a00767ba2caa10650948749f3691df/262151972.JPG","R2130345","S","507 528 ROCHESTER AVENUE","VCQCW","$215,000","1/10/2017","1","1","1","497","1998","19","Y","1","$181.36","Apartment/Condo","PETR, RENR","1","4","Coquitlam","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147564/0/120/90/3d5c4cca6e73eb8caf324cbc7f4b44c3/16/27ce328d92558d2af21edf536efdbe9a/262147564.JPG","R2125937","S","236 4220 GATEWAY DRIVE","VWHVI","$215,000","11/28/2016","59","1","1","506","1987","30",,"1","$458.62","Apartment/Condo","RENY","1","3","Whistler","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262153820/0/120/90/f810e90c5022cfd8c436146000bb41cc/16/7cc9fdc9d73951756ace8e0e2dbf4f99/262153820.JPG","R2132193","S","203 5520 JOYCE STREET","VVEKL","$216,000","1/18/2017","7","1","1","468","1989","28","N","0","$162.62","Apartment/Condo","PETR, RENR","1","4","Vancouver East","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148022/0/120/90/288b9ddd0b0bacc7ab3874634ffc4317/16/95e8b9cc8c87ef5a7cb68cb6c4d41d7c/262148022.JPG","R2126395","S","302 12310 222 STREET","VMRWC","$216,900","12/2/2016","59","1","1","592","2017","0","Y","1","$164.41","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262157323/0/120/90/67923204e9d24d0cc451a567ded46c41/16/a8497618a10f288fc5a54f11415a6112/262157323.JPG","R2135696","S","303 12310 222 STREET","VMRWC","$216,900","1/27/2017","3","1","1","592","2017","0",,"1","$164.41","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262156676/0/120/90/e18f6bdb7928a0bbf20120dc011f530a/16/baaf88bc1b956c236b10716a7d3912f1/262156676.JPG","R2135049","S","220 22661 LOUGHEED HIGHWAY","VMREC","$219,000","1/29/2017","1","2","1","920","1990","27","N","1","$298.79","Apartment/Condo","PETR, RENN","1","6","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152930/0/120/90/5fb62350c5e816229632f81b7bc2c9ea/16/11152c096b1274ce5fca92f340a537b9/262152930.JPG","R2131303","S","216 6931 COONEY ROAD","VRI60","$219,000","1/16/2017","9","1","1","653","1981","36",,"1","$186.58","Apartment/Condo","PETR, RENY","1","5","Richmond","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262156200/0/120/90/365880d998c05e075e5f287b86cfad8e/16/e0d83c655ac854ac847cbc5c43fcf183/262156200.JPG","R2134573","S","403 12310 222 STREET","VMRWC","$219,900","1/23/2017","2","1","1","592","2017","0","Y","2","$164.41","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148018/0/120/90/9ba8d1cd10c747031e4a83600e0d4636/16/849f8601421f3ac6a9accb75a3522a3d/262148018.JPG","R2126391","S","102 12310 222 STREET","VMRWC","$219,900","12/2/2016","38","1","1","592","2017","0","Y","1","$164.41","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152715/0/120/90/7b4ed4cfd2f1607697c7769458cc3b88/16/8cd773808967d86dd6ec8a89247a3f77/262152715.JPG","R2131088","S","402 12310 222 STREET","VMRWC","$219,900","1/10/2017","2","1","1","592","2017","0","Y","1","$164.41","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149793/0/120/90/08b3402e3402c8842c68656cfd9b5a56/16/f54305c5c8138c504953b1c8ead456a8/262149793.JPG","R2128166","S","101 6651 LYNAS LANE","VRI21","$220,000","12/20/2016","15","1","1","691","1981","36",,"1","$285.02","Apartment/Condo","PETY, RENY","1","6","Richmond","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262142585/0/120/90/58e6a2cb045889e39e8d2d541196c50c/16/1b8247153b4f6e1e12c60bf8fb367f74/262142585.JPG","R2120958","S","214 12070 227 STREET","VMREC","$220,830","11/1/2016","67","1","1","621","2015","2","N","1","$226.36","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149528/0/120/90/8ee15dbdc583e7e1870ad5734046aeaa/16/f477cd591eee094c78eee1de815440e9/262149528.JPG","R2127901","S","212 22277 122 AVENUE","VMRWC","$226,000","12/15/2016","38","2","2","1,022","1995","22","Y",,"$332.27","Apartment/Condo","PETR, RENR","1","5","Maple Ridge","2","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262151516/0/120/90/22817ed7ca4ec2c328065a001620142a/16/97e69282dca72bd29be7b9a61051c05d/262151516.JPG","R2129889","S","441 5880 DOVER CRESCENT","VRI21","$228,000","1/9/2017","1","1","1","498","1995","22","N","1","$182.99","Apartment/Condo","PETR, RENR","1","5","Richmond","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147139/0/120/90/616ecf88331e2809ca32ceb764a2b57a/16/30e0b2184b97d4583168ec3d3bd4aac8/262147139.JPG","R2125512","S","2 2447 KELLY AVENUE","VPQCE","$229,000","11/28/2016","43","3","1","1,091","1973","44",,"1","$356.00","Apartment/Condo","PETR, RENN","1","6","Port Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262136660/0/120/90/3b64df6221966a85ad4f8dbd4a04046a/16/84ab4695b230be4c3b57bc9f395ca399/262136660.JPG","R2115033","S","402 11566 224 STREET","VMREC","$229,800","10/6/2016","91","1","1","735","2013","4","Y","1","$233.00","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262151058/0/120/90/55798a13aea2ebec0bae29da0d895b5d/16/2dd1be7dcb68c8cdcb3909cd86f5ff21/262151058.JPG","R2129431","S","303 22222 119 AVENUE","VMRWC","$229,900","1/3/2017","7","2","2","1,107","1989","28","N","1","$294.60","Apartment/Condo","PETR, RENN","1","6","Maple Ridge","2","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152301/0/120/90/8c1a14127ce8917676c225840408a64d/16/941b97c0163f1103b7ea1f03e8b8d274/262152301.JPG","R2130674","S","309 5477 WHARF AVENUE","VSCSD","$229,900","1/9/2017","20","1","1","880","1981","36","N","1","$296.00","Apartment/Condo","PETR, RENN","1","5","Sunshine Coast","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262156127/0/120/90/e619134d9fe31d194decdd03fba55daf/16/fb9581bf7216fc6c7d07d11da93cd3be/262156127.JPG","R2134500","S","105 11595 FRASER STREET","VMREC","$229,900","1/25/2017","3","2","2","926","1991","26",,"1","$237.14","Apartment/Condo","PETR","1","5","Maple Ridge","1","1"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262144168/0/120/90/22f797715bf66da1515ad132818ac84c/16/de56cca66b72f359bfa3104ab03c4d94/262144168.JPG","R2122541","S","302 11724 225 STREET","VMREC","$230,000","11/7/2016","57","2","2","870","1986","31",,"1","$233.00","Townhouse","PETR","1","5","Maple Ridge","1","1"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262154738/0/120/90/eaeac75eebfce95f9ebe726227402833/15/10e1959d919e880c95ab2ae7173db036/262154738.JPG","R2133111","S","305 327 NINTH STREET","VNWUP","$230,000","1/23/2017","3","1","1","776","1974","43","Y","1","$279.34","Apartment/Condo","PETR, RENN","1","5","New Westminster","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262143469/0/120/90/94d91a20bb7f77f3677a1ba0e6262a77/16/8444f6908445e507d9c9947e9c8d44da/262143469.JPG","R2121842","S","117 1202 LONDON STREET","VNWWE","$230,000","11/7/2016","84","1","1","647","1984","33","Y","1","$271.29","Apartment/Condo","PETR, RENR","1","5","New Westminster","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262150434/0/120/90/edd52444fb9fb263443291d59c8a554a/16/171b059dd588a15aea32a9be3a7fc89b/262150434.JPG","R2128807","S","102 1519 GRANT AVENUE","VPQGL","$230,900","1/2/2017","6","1","1","668","1992","25","Y","1","$187.92","Apartment/Condo","PETR, RENN","1","6","Port Coquitlam","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262153116/0/120/90/1dca6aa17440a8fb907ed525c4b23b90/16/734bdb0bb3250e8aa996aeb2d3acb9d4/262153116.JPG","R2131489","S","311 8040 BLUNDELL ROAD","VRI52","$232,000","1/14/2017","15","1","1","735","1976","41",,"1","$265.27","Apartment/Condo","PETR, RENR","1","4","Richmond","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262147298/0/120/90/326e22523a31a669a716f33d472d6cf4/16/3e3acdab4e97ff5f5d06f81a1138d6c9/262147298.JPG","R2125671","S","302 1558 GRANT AVENUE","VPQGL","$235,000","11/28/2016","55","1","1","644","1997","20","Y","1","$159.00","Apartment/Condo","PETR, RENN","1","4","Port Coquitlam","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262139144/0/120/90/8653293de935009b2b7ecf90eadf72e6/16/bff1df75decf171c6c0019b566cb8fca/262139144.JPG","R2117517","S","205 22720 119TH AVENUE","VMREC","$237,000","10/17/2016","86","2","2","990","1994","23",,"1","$205.40","Apartment/Condo","PETR, RENY","1","5","Maple Ridge","1","1"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262154173/0/120/90/0453166b06bcc7228cc7705b2882a759/16/a77dfe9e155a62b2a2c07b9e2966381a/262154173.JPG","R2132546","S","101 1121 HOWIE AVENUE","VCQCC","$238,000","1/18/2017","10","2","1","962","1982","35",,"1","$402.10","Apartment/Condo","PETR, RENY","1","5","Coquitlam","1","0"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152103/0/120/90/ea15f16e9aff7dc3106e8062246c5aa8/16/f96c405a9a331e08e93b151f7cda2be2/262152103.JPG","R2130476","S","105 2349 WELCHER AVENUE","VPQCE","$238,000","1/11/2017","6","1","1","456","2015","2","Y","1","$132.11","Apartment/Condo","PETR, RENY","1","3","Port Coquitlam","1","0"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262148079/0/120/90/4b83032a9dc51fc4d88fa90e3ba84431/16/26ff3fd855b5131cd1403777c83326d3/262148079.JPG","R2126452","S","107 7800 ST. ALBANS ROAD","VRI61","$239,500","12/1/2016","46","1","1","679","1992","25","N","1","$156.50","Apartment/Condo","PETN, RENY","1","4","Richmond","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262152920/0/120/90/aa5561e384cfabbb18a6f1402f65e90a/16/39542b9df1f577edb433c20edba0fb51/262152920.JPG","R2131293","S","204 5631 INLET AVENUE","VSCSD","$239,900","1/16/2017","2","1","1","802","2007","10",,"1","$191.55","Apartment/Condo","PETR, RENY","1","6","Sunshine Coast","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262149067/0/120/90/f9cad869c68acd9fd7500d4c8af38fd4/16/1d58c5011b837696ca0a599426d2fcb1/262149067.JPG","R2127440","S","1525 4308 MAIN STREET","VWHVI","$240,000","12/9/2016","47","1","1","581","1996","21",,,"$219.62","Apartment/Condo","NO","1","4","Whistler","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262150195/0/120/90/78984d613f14b07c3cd4612bca080804/15/158c73012ca5af73d471f49a4f712d08/262150195.JPG","R2128568","S","2943 ARGO PLACE","VBNSI","$240,000","1/2/2017","12","1","1","724","1976","41","N","1","$284.81","Townhouse","PETY, RENY","1","5","Burnaby North","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262150038/0/120/90/e62771afbaecd4b0efc6bc3ec9260b41/16/ac4d15b1a385a20187ee4bbdfc07a497/262150038.JPG","R2128411","S","218 8291 PARK ROAD","VRI60","$240,000","12/23/2016","20","1","1","728","1981","36","Y","1","$202.00","Apartment/Condo","PETR, RENR","1","6","Richmond","1","0"
