"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286777/0/120/90/e6a061dab5339725b9bd38cf8b7c5e70/16/144ca4113378aac59ca5372e50fa4364/262286777.JPG","R2265150","S","25 5288 SELMA PARK ROAD","VSCSD","$57,500","5/7/2018","5","2","1","980","1989","29",,,"1","MANUF","1ST","6","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262285394/0/120/90/d5b820c4676f53028c0c1a3dd85e7636/16/cf80d0a55d6d98b88a246387ef346efc/262285394.JPG","R2263767","S","317 201 CAYER STREET","VCQML","$84,500","5/2/2018","8","2","1","1,040","1973","45",,,"1","MANUF","1ST","7","Coquitlam","1","0"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262285681/0/120/90/7f04e1028fd71cdd5b362e9688f1972f/16/cff301313df97890979ede96d00886ce/262285681.JPG","R2264054","S","2 12793 MADEIRA PARK ROAD","VSCPE","$107,000","5/3/2018","3","2","2","924","2005","13",,,"1","MANUF","RANBG","5","Sunshine Coast","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262283343/0/120/90/3f9bd08c6ed6b71138a2477d22499f6f/16/84fb81d196791247129eb7bf795a4ec5/262283343.JPG","R2261716","S","86 201 CAYER STREET","VCQML","$112,000","4/26/2018","17","2","1","864","1971","47",,,"1","MANUF","MANUF","6","Coquitlam","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262288431/0/120/90/e60bd4059e924359ddd368d46e8de918/16/f43d4e281bf5fe63638985d8a3cb6820/262288431.JPG","R2266804","S","127 1830 MAMQUAM ROAD","VSQGE","$155,000","5/7/2018","15","3","1","1,180","1973","45",,,"1","MANUF","MANUF, OTHER","7","Squamish","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262267789/0/120/90/50b0bf4b0e1dd3ef4fee5c1da7ab7cda/16/1169b23b6e52041d2c02e0b61514b15a/262267789.JPG","R2246162","S","295 WOOD DALE DRIVE","VISMA","$210,000","3/8/2018","70","2","1","1,068","9999","999","74.00","220","1","HOUSE","RANBG","6","Islands-Van. & Gulf","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262277475/0/120/90/8cfd2c315503c884509212f370dd8ba6/16/21202769aa542950c9b2c2ce70f628f6/262277475.JPG","R2255848","S","46 1413 SUNSHINE COAST HIGHWAY","VSCGB","$235,000","4/9/2018","41","2","2","924","2016","2",,,"1","MANUF","1ST, RANBG","6","Sunshine Coast","2","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286324/0/120/90/8d36f1414d3fc54bd49dc39c5725da24/16/bcf918354f4f505a0b8520bff971af80/262286324.JPG","R2264697","S","32 5575 MASON ROAD","VSCSD","$240,000","5/3/2018","15","3","2","1,243","1997","21",,,"1","MANUF","1ST","8","Sunshine Coast","2","0"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262290653/0/120/90/3e8ca6254da5629f6897f0b3e73b7b06/16/c01fcb4ddf61e41877e2b67f6ae61e41/262290653.JPG","R2269026","S","277 201 CAYER STREET","VCQML","$249,000","5/16/2018","14","3","2","1,200","1973","45",,,"1","MANUF","RANBG","9","Coquitlam","2","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262292825/0/120/90/3c2b0d3b84560c1afa7004635658be92/16/2938a1d280590088b647c13cdab6fe8c/262292825.JPG","R2271198","S","495 RAINDANCE CRESCENT","VWVPR","$270,000","5/23/2018","6","2","1","981","1967","51",,,"1","MANUF","MANUF","6","West Vancouver","1","0"
