"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Frontage - Feet","Depth","#Kitchens","TypeDwel","Style of Home","# Rms","Area","Full Baths","Half Baths"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262312248/0/120/90/43402ce11eb9121ee0d4fadd2f284c92/16/c17cb4f05de56d81cda938b5bababda3/262312248.JPG","R2290621","S","15 4200 DEWDNEY TRUNK ROAD","VCQRP","$65,000","7/18/2018","34","2","1","720","1972","46",,,"1","MANUF","1ST, MANUF","6","Coquitlam","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262313257/0/120/90/6e2a2f211f20269cbbff4b1179c07f5e/16/b86ea732273a948b426b3c81ab032d79/262313257.JPG","R2291630","S","30 1123 FLUME ROAD","VSCRC","$86,000","7/19/2018","28","3","1","1,024","1973","45",,,"1","MANUF","MANUF","8","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262315666/0/120/90/7d0e9f5140cf6c4ed0f7a8cacd200452/16/bbf66d8d15704decdbfd99cc2f1d8e59/262315666.JPG","R2294039","S","32 12868 229 STREET","VMREC","$115,500","7/30/2018","8","2","1","720","1970","48",,,"1","MANUF","MANUF","4","Maple Ridge","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262317209/0/120/90/b9b9bfd6762b864a4141e2dcac9a4611/16/15954f4f3e66e8e127e8c3e1078f4b03/262317209.JPG","R2295582","S","86 201 CAYER STREET","VCQCW","$119,999","8/7/2018","3","2","1","864","1971","47",,,"1","MANUF","MANUF","6","Coquitlam","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262322409/0/120/90/eed5dc6b8b80d3d7d0023c0cc9a7131c/16/ac82bd1d53d7133618dcb4f94f2a0494/262322409.JPG","R2300782","S","8E2 8191 RIVER ROAD","VRI11","$170,000","8/27/2018","4","2","1","720","1989","29","0.01",,"1","HOUSE","2ST, FLOAT","4","Richmond","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262318454/0/120/90/2b1c82195f701693cc1023be71b35ddb/16/1cc7eb23c14dd3075673314b63af0b77/262318454.JPG","R2296827","S","131 1413 SUNSHINE COAST HIGHWAY","VSCGB","$179,900","8/8/2018","8","2","1","924","1989","29",,,"1","MANUF","MANUF","6","Sunshine Coast","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307802/0/120/90/16ffb6fc5b2e657ec40be62ddc4682c6/16/d00c350ce31d6c5b16f57f6db61c4617/262307802.JPG","R2286175","S","32 201 CAYER STREET","VCQML","$185,000","7/4/2018","51","2","2","1,344","1998","20",,,"1","MANUF","1ST","7","Coquitlam","2","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294555/0/120/90/ece65b86a67c64dd7ac17c1a681b62c9/16/02af4065e96b238ef09b11f25a9c6c71/262294555.JPG","R2272928","S","9 3350 WESTHAM ISLAND ROAD","VLDWI","$186,250","5/28/2018","68","2","2","850","1982","36","0.00","0","1","HOUSE","FLOAT","4","Ladner","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262297781/0/120/90/eb3a5d072a6d1d7acb06afdedc5b488f/16/7ff7f3c33fe0adeae1b4bf2dbf46b67c/262297781.JPG","R2276154","S","74 40157 GOVERNMENT ROAD","VSQGE","$196,000","6/5/2018","60","3","1","1,000","1979","39",,,"1","MANUF","MANUF","6","Squamish","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262320260/0/120/90/d4d2347eeec01f23a802f03c2cde3928/16/f57bac4265d8d53bc64d50151519dd9d/262320260.JPG","R2298633","S","327 PARK AVENUE","VSCKE","$225,000","8/18/2018","10","1","1","909","1982","36","66.00","160","1","HOUSE","2ST","4","Sunshine Coast","1","0"
