"PicCount","Pics","ML #","Status","Address","S/A","Price","List Date","DOM","Tot BR","Tot Baths","TotFlArea","Yr Blt","Age","Locker","TotalPrkng","StratMtFee","TypeDwel","Bylaw Restrictions","# of Kitchens","# Rms","Area","Full Baths","Half Baths"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262251639/0/120/90/c341b29c1346c733f1450111025b9e0d/16/34d0520e40d1587ba224ec5463dc9dda/262251639.JPG","R2230012","S","226 12170 222 STREET","VMRWC","$240,000","1/3/2018","6","2","1","938","1976","42","N","1","$293.22","Apartment/Condo","PETR, RENN","1","6","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254720/0/120/90/da7c6bcbb39cdffb3a7795c9a32c0b0d/16/bf23cc8157c4a788445038e1fade5eda/262254720.JPG","R2233093","S","323 8051 RYAN ROAD","VRI54","$241,000","1/17/2018","12","3","2","1,078","1974","44",,,"$660.09","Apartment/Condo","PETN, RENY","1","6","Richmond","1","1"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262247536/0/120/90/44a5134d93bcf57c88d8188a3b2b2054/16/465124ddfe79abe39383a6b792e46acd/262247536.JPG","R2225909","S","311 8011 RYAN ROAD","VRI54","$245,000","11/30/2017","50","3","2","1,077","1970","48",,"1","$649.53","Apartment/Condo","PETN, RENY","1","6","Richmond","1","1"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262247340/0/120/90/5757bcaca665d14aa2f657d93a938ffc/16/fa6a0bd55980f5e6216a083df62e7d7d/262247340.JPG","R2225713","S","2201 4299 BLACKCOMB WAY","VWHVI","$260,000","11/28/2017","39","1","1","515","2005","13",,"1","$534.52","Apartment/Condo","PETR","0","1","Whistler","1","0"
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/120/90/db59a22ee327cd824769da377e288747/NoPhotoAvailable.jpg","R2230258","S","108 12283 224 STREET","VMRWC","$260,100","1/5/2018","1","1","1","512","2008","10",,"1","$170.00","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262257728/0/120/90/d50eebb1907a507afd2108dc352ca90a/16/556ff279fbf9f96b970a912768664268/262257728.JPG","R2236101","S","881 4090 WHISTLER WAY","VWHVI","$265,000","1/27/2018","0","0","1","445","2000","18",,,"$0.00","Apartment/Condo","PETR, RENY","1","2","Whistler","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262255295/0/120/90/d4e12bde9644bb02bc59a1de579cdb41/16/81c41312964084508014fecbbdb9b85b/262255295.JPG","R2233668","S","460 4090 WHISTLER WAY","VWHVI","$265,000","1/22/2018","3","0","1","407","2000","18",,"0","$155.00","Apartment/Condo","PETR, RENR","1","2","Whistler","1","0"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262250404/0/120/90/1d6419b376a201aba9052a3e5aea717f/16/b7a550847dab27f5bf3dff07d8863491/262250404.JPG","R2228777","S","106 12025 207A STREET","VMRNW","$265,000","12/18/2017","20","1","1","699","1992","26","Y","1","$206.50","Apartment/Condo","PETR, RENY","1","5","Maple Ridge","0","1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262239323/0/120/90/19ff1fdf5fe8874465e660c66d164b96/16/1de33af26018d88ef94d41f8f6439853/262239323.JPG","R2217696","S","306 22318 LOUGHEED HIGHWAY","VMRWC","$265,900","10/25/2017","98","1","1","520","2013","5",,,"$175.59","Apartment/Condo","PETR, RENY","1","3","Maple Ridge","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253467/0/120/90/53de2d93b566a93d03eafcff9a3bded3/16/0a531de106a2a2e85f5ce91751e33f96/262253467.JPG","R2231840","S","319D 2020 LONDON LANE","VWHCR","$269,000","1/12/2018","11","2","2","1,083","2008","10",,"1","$739.86","Apartment/Condo","PETR","1","5","Whistler","2","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253290/0/120/90/50aa8b865111321b448597923cfe7da5/16/bfc011f122f1973bb6db5e9e73e405e5/262253290.JPG","R2231663","S","33 21555 DEWDNEY TRUNK ROAD","VMRWC","$274,000","1/12/2018","2","2","2","1,080","1970","48","N","1","$183.72","Townhouse","PETY, RENN","1","5","Maple Ridge","1","1"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252351/0/120/90/926ae146b51ae36f2a2651ebb0743958/16/8c1da79d7212995d84d984d1c6ed1a07/262252351.JPG","R2230724","S","24 2433 KELLY AVENUE","VPQCE","$275,000","1/8/2018","1","2","1","880","1975","43","N","1","$287.37","Apartment/Condo","PETR, RENN","1","6","Port Coquitlam","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252746/0/120/90/c2273b5fa68630357753791edabc4d5b/16/7a193c89f79eedb12b1a0638009e6e66/262252746.JPG","R2231119","S","308 20561 113 AVENUE","VMRSW","$276,422","1/9/2018","9","1","1","651","1992","26","Y",,"$267.57","Apartment/Condo","PETR, RENY","1","5","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262255511/0/120/90/872ba36b57546fa60ba65dd9e0c600a8/16/050509f6466070ac1da89439341982e8/262255511.JPG","R2233884","S","204 10180 RYAN ROAD","VRI54","$277,500","1/19/2018","8","1","1","737","1976","42","Y","1","$294.11","Apartment/Condo","AGER, PETN, RENN","1","4","Richmond","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262251886/0/120/90/508ed150bfd9b68593e9712de41e44cd/16/167295b4d552908fbb51f748a8180b7e/262251886.JPG","R2230259","S","4 21555 DEWDNEY TRUNK ROAD","VMRWC","$278,000","1/5/2018","2","2","1","877","1970","48","N","1","$202.37","Townhouse","PETY, RENR","1","7","Maple Ridge","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254542/0/120/90/7ff89a45b18a33cc4b64205c38eb6298/16/09df1391d6a5eb9e2a96440295a7a9fb/262254542.JPG","R2232915","S","27 11900 228 STREET","VMREC","$280,000","1/15/2018","14","2","1","883","1981","37","N","1","$224.65","Apartment/Condo","AGER, PETN, RENR","1","6","Maple Ridge","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262255868/0/120/90/7642b5b3b37be2528560517b80d4f939/14/2986f0b4f2bf3fc12e7007899aaa6574/262255868.JPG","R2234241","S","101 6055 NELSON AVENUE","VBSFG","$286,888","1/24/2018","7","1","1","320","1988","30","Y","1","$106.42","Apartment/Condo","PETN, RENN","1","2","Burnaby South","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252256/0/120/90/406aba92988b078a95a9c54fb229aed9/16/f6639622da54984eb4a8345b9508c63c/262252256.JPG","R2230629","S","101 11605 227 STREET","VMREC","$290,000","1/8/2018","10","2","2","1,085","1994","24","Y","1","$240.39","Apartment/Condo","AGER","1","5","Maple Ridge","2","0"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262244075/0/120/90/881c00bdb27d823aacc77ff26680940a/16/0a75ec0968210d4dadd885c3f9874b5e/262244075.JPG","R2222448","S","202 145 W 18TH STREET","VNVCL","$295,800","11/15/2017","59","1","1","720","1971","47","Y","1","$232.81","Apartment/Condo","AGER, PETN, RENN","1","5","North Vancouver","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253485/0/120/90/94f6991699666759b07ac0af3bc3924c/15/a09c816dde91782a4b30b76bc13da48f/262253485.JPG","R2231858","S","214 22277 122 AVENUE","VMRWC","$298,000","1/15/2018","7","1","1","754","1995","23","Y","2","$251.00","Apartment/Condo","PETR, RENR","1","5","Maple Ridge","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262247993/0/120/90/e8c5dc6f57ec0bba06044319fc481015/16/e64bc2d829be09460bf85b0b19288889/262247993.JPG","R2226366","S","306 22363 SELKIRK AVENUE","VMRWC","$299,500","12/4/2017","36","1","1","755","2007","11","N","1","$235.03","Apartment/Condo","PETR, RENR","1","5","Maple Ridge","1","0"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253076/0/120/90/de4b91d197f7e2db320daf68c785e431/16/f5d04a15698c3fad63921636d3d9e4d3/262253076.JPG","R2231449","S","68 2002 ST JOHNS STREET","VPMPM","$300,000","1/10/2018","2","1","1","658","1965","53","N",,"$269.46","Apartment/Condo","PETR, RENN","1","5","Port Moody","1","0"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254005/0/120/90/10fa0465acb95ceb0ae747d905b45000/16/ee8e7e2a83fd25d8a4f3b57f177783f4/262254005.JPG","R2232378","S","309 6631 MINORU BOULEVARD","VRI60","$305,000","1/15/2018","6","1","1","626","1976","42",,"1","$249.51","Apartment/Condo","PETN, RENN","1","4","Richmond","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253101/0/120/90/ddc9ff948b915a76d2c7bf0ba5b3f1b4/16/c6f82ad57148804867857268ef7a0bfa/262253101.JPG","R2231474","S","109 4808 LINDEN DRIVE","VLDHA","$305,000","1/10/2018","3","1","1","417","2011","7","N","1","$106.00","Apartment/Condo","PETR, RENY","1","4","Ladner","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262255699/0/120/90/d77809ae491aa5d93157c6f5cd7df602/16/d69bae6f6f2dd36d3547144067e16e6f/262255699.JPG","R2234072","S","208 428 AGNES STREET","VNWDT","$305,000","1/23/2018","7","1","1","650","1977","41",,"1","$368.82","Apartment/Condo","RENR","1","5","New Westminster","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262242969/0/120/90/0afa0ac4dc6149ea4f911c8402f5ffa9/16/d96ee6e5844269201a8d7b98f8f852d9/262242969.JPG","R2221342","S","2219 4308 MAIN STREET","VWHVI","$309,000","11/10/2017","65","1","1","497","1997","21","N","1","$0.00","Apartment/Condo","PETR, RENR","1","4","Whistler","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262249117/0/120/90/ca9830567e1d4ea2c9b7d981d9253914/16/8b3917f2075875e4f8b94e675c783dc7/262249117.JPG","R2227490","S","9 23580 DEWDNEY TRUNK ROAD","VMRCO","$310,000","12/6/2017","41","2","2","1,026","1989","29",,"2","$280.00","Townhouse","PETR, RENR","1","7","Maple Ridge","1","1"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262251561/0/120/90/2720ff393c8b707eef680f03dcd0f64e/16/b1866ddae762cdf2ed1cffb1d4c6c610/262251561.JPG","R2229934","S","211 1175 FERGUSON ROAD","VTWTE","$313,000","1/2/2018","10","2","2","979","1975","43","Y","2","$364.40","Apartment/Condo","AGER, PETN, RENN","1","5","Tsawwassen","1","1"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254263/0/120/90/027289d0ad0099f594156af7d5c4d44b/16/3b6b7b84c3e0d2c02d7d4e78691ca0f3/262254263.JPG","R2232636","S","107 1169 EIGHTH AVENUE","VNWMP","$313,000","1/15/2018","2","1","1","644","1983","35","N","1","$268.38","Apartment/Condo","PETR, RENR, SMKG","1","4","New Westminster","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252904/0/120/90/5be458efda7ed52764d39e46ccace381/16/e953b4430bc51b200e04cbb2257e3de1/262252904.JPG","R2231277","S","201 12070 227 STREET","VMREC","$315,000","1/8/2018","0","1","1","582","2015","3","N","1","$187.75","Apartment/Condo","PETR, RENY","1","3","Maple Ridge","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252140/0/120/90/1479ebf887b122cedfddabc01a351165/16/934afe9d215c53df1f29eb9aed95cb0b/262252140.JPG","R2230513","S","303 9146 SATURNA DRIVE","VBNSI","$315,000","1/5/2018","10","1","1","718","1976","42",,"1","$348.08","Apartment/Condo","NO","1","5","Burnaby North","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252306/0/120/90/67ca8e822822ff2189847e1617a96de1/16/b8fd8902f58a00cd292586a3c32fdb42/262252306.JPG","R2230679","S","111 12070 227 STREET","VMREC","$315,000","1/8/2018","7","1","1","543","2016","2","N","1","$177.32","Apartment/Condo","PETR, RENY","1","3","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254117/0/120/90/94939364783a6db157543f8c9c4655d6/16/8007712205e1b0d98b43e89eecb5c7dd/262254117.JPG","R2232490","S","218 8900 CITATION DRIVE","VRI60","$315,000","1/16/2018","9","1","1","686","1980","38","N","1","$304.64","Apartment/Condo","PETR","1","5","Richmond","1","0"
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262255771/0/120/90/bbcb6a0cc227dcdfb631f1ff211d04d5/15/a560955226e23e6532531751dad50cc5/262255771.JPG","R2234144","S","304 9146 SATURNA DRIVE","VBNSI","$320,000","1/24/2018","7","1","1","720","1977","41",,"1","$348.04","Apartment/Condo","PETY, RENY","1","4","Burnaby North","1","0"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262249785/0/120/90/965c7a2745652fc34799c6daafb1066c/16/57b3398d0264161e60886eedab38d0d6/262249785.JPG","R2228158","S","22 2434 WILSON AVENUE","VPQCE","$324,900","12/12/2017","25","3","1","1,091","1973","45",,"1","$374.12","Apartment/Condo","PETR, RENR","1","7","Port Coquitlam","1","0"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262251209/0/120/90/0aed741527c9b09ca0f086b3d42789c8/16/b65042c6e173d0bda1e69d9eecf39b94/262251209.JPG","R2229582","S","226 12350 HARRIS ROAD","VPIMM","$325,000","1/1/2018","17","1","1","790","2008","10","N","1","$231.47","Apartment/Condo","PETR, RENY","1","5","Pitt Meadows","1","0"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262250237/0/120/90/7ae561ffa0ef943bbe43516e091dc100/16/8769f62f73f400c0be67f7aa319222b0/262250237.JPG","R2228610","S","213 8120 COLONIAL DRIVE","VRI31","$325,000","12/15/2017","39","1","1","528","1977","41","N","1","$177.00","Apartment/Condo","PETR, RENY","1","3","Richmond","1","0"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262253707/0/120/90/12f625cf288a625cf9575b77e9a684ad/16/0304f706be2e9c782be9035039b3f3cc/262253707.JPG","R2232080","S","110 2111 WHISTLER ROAD","VWHNO","$325,000","1/12/2018","17","1","1","586","1976","42",,"2","$678.00","Apartment/Condo","PETY, RENY","1","4","Whistler","1","0"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254011/0/120/90/f10f8e521127ffa3b80c627b04fda7ad/16/ef634825acbcf036a6b437f44f1a27dd/262254011.JPG","R2232384","S","300 6117 EAGLE DRIVE","VWHCH","$327,000","1/14/2018","6","0","1","465","1987","31","N","1","$125.00","Townhouse","NO","0","2","Whistler","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262249509/0/120/90/5c87db2d98dc9a296b52c954070ae123/16/89db466d623084b2c181d789cc137338/262249509.JPG","R2227882","S","105 1203 PEMBERTON AVENUE","VSQDT","$327,800","12/11/2017","50","1","1","824","1998","20",,"1","$286.00","Apartment/Condo","PETR, RENR","1","4","Squamish","1","0"
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252092/0/120/90/043b7a35ab10ba10a3bf42925377a82d/16/e67f415bdb5bda0267bae2b809162309/262252092.JPG","R2230465","S","502 838 AGNES STREET","VNWDT","$328,000","1/7/2018","6","1","1","544","1993","25","N","1","$209.55","Apartment/Condo","PETY, RENY","1","3","New Westminster","1","0"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262250346/0/120/90/88df17c899c0686797cdb9a27e4ead3c/16/819794af75d94cb6e51d8cb54f3e07e6/262250346.JPG","R2228719","S","307 2401 HAWTHORNE AVENUE","VPQCE","$328,000","12/18/2017","43","1","1","574","1992","26","Y","1","$293.45","Apartment/Condo","PETR, RENR","1","4","Port Coquitlam","1","0"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252366/0/120/90/dbd04aaab4f0d568cff77b032a414376/16/bb1d7c49cc335d7106b0af42f6e13ba6/262252366.JPG","R2230739","S","303 3260 ST JOHNS STREET","VPMPM","$328,000","1/8/2018","8","1","1","434","2007","11","Y","1","$181.82","Apartment/Condo","PETR, RENY","1","5","Port Moody","1","0"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252342/0/120/90/e4b6bce48a12963ce91a7ac829730d43/16/c06e49b00dffdc00e58c4b6787385d1a/262252342.JPG","R2230715","S","101 11935 BURNETT STREET","VMREC","$329,000","1/5/2018","2","1","1","750","2011","7","N","1","$205.97","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262251332/0/120/90/9c910d4c9dd4a6ae5b70e80cb72c3f72/16/6061b8248be78124fdd70e0842e2742e/262251332.JPG","R2229705","S","409 12148 224 STREET","VMREC","$330,000","1/2/2018","0","1","1","904","2000","18","Y",,"$213.08","Apartment/Condo","AGER, PETR, RENN","1","6","Maple Ridge","1","0"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262254246/0/120/90/651b62868ee1df36639dad5d452ef667/16/c86f937b3e06259b780ed4e1493cfee0/262254246.JPG","R2232619","S","303 22290 NORTH AVENUE","VMRWC","$330,000","1/15/2018","8","1","1","746","2009","9","N","1","$293.78","Apartment/Condo","PETR, RENY","1","5","Maple Ridge","1","0"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262248507/0/120/90/f3fc10c7a97d97b947593309dcd53d0b/16/0a4ab7b1779854063586c37881b73663/262248507.JPG","R2226880","S","123 5780 TRAIL AVENUE","VSCSD","$330,000","12/5/2017","41","2","2","950","1995","23",,"1","$215.36","Apartment/Condo","PETR, RENR","1","4","Sunshine Coast","1","1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262250170/0/120/90/7be287d13ba837fd8db9a55da7b1123f/15/e5174ab66f969fcdc33c77378198804f/262250170.JPG","R2228543","S","304 22335 MCINTOSH AVENUE","VMRWC","$330,500","12/11/2017","24","1","1","786","2019","0","N","1","$184.46","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262250134/0/120/90/b43ccf3c8b23d4737f7c31e39625960f/15/1196647c91a19bf3d6943053f6dbae24/262250134.JPG","R2228507","S","204 22335 MCINTOSH AVENUE","VMRWC","$332,000","12/11/2017","23","1","1","786","2019","0","N","1","$184.46","Apartment/Condo","PETR, RENY","1","4","Maple Ridge","1","0"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262252106/0/120/90/83500ea58ff244a2b4ad7b50e2c10865/16/9ab36ee800b8c2229e9413f5b1715370/262252106.JPG","R2230479","S","403 1250 BURNABY STREET","VVWWE","$332,000","1/8/2018","8","1","1","560","1966","52","N","0","$592.18","Apartment/Condo","PETN, RENR","1","6","Vancouver West","1","0"
